attack_type,packet Number,event_type,time_stamp,signal_strength,ssid,bssid,src,dst,reason,status,details
,30,Probe Request,,-27,,ff:ff:ff:ff:ff:ff,3c:22:7f:71:dc:b8,ff:ff:ff:ff:ff:ff,,,STA is broadcasting probe request
,31,Probe Response,,-45,H7608,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,,,Trusted AP is sending probe response to STA
,39,Authentication,,-30,,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,78:72:64:ea:b9:14,,0,STA is Sending Authentication request to Trusted AP
,40,Authentication,,-46,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,,0,Successful Authentication to Trusted AP
,42,Association Request,,-28,H7608,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,78:72:64:ea:b9:14,,,STA is Sending association request to Trusted AP
,43,Association Response,,-51,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,,0,Successful association to Trusted AP
,103,Probe Request,,-12,,ff:ff:ff:ff:ff:ff,3c:22:7f:71:df:d6,ff:ff:ff:ff:ff:ff,,,STA is broadcasting probe request
,104,Probe Response,,-46,H7608,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:df:d6,,,Trusted AP is sending probe response to STA
,115,Authentication,,-12,,78:72:64:ea:b9:14,3c:22:7f:71:df:d6,78:72:64:ea:b9:14,,0,STA is Sending Authentication request to Trusted AP
,117,Authentication,,-45,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:df:d6,,0,Successful Authentication to Trusted AP
,119,Association Request,,-13,H7608,78:72:64:ea:b9:14,3c:22:7f:71:df:d6,78:72:64:ea:b9:14,,,STA is Sending association request to Trusted AP
,121,Association Response,,-46,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:df:d6,,0,Successful association to Trusted AP
,414,Deauthentication,,-17,,9c:04:b6:46:07:34,9c:04:b6:46:07:34,ff:ff:ff:ff:ff:ff,2,,Legitimate Deauthentication frame not sent by attacker
Deauthentication Attack,527,Deauthentication,,-70,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ff:ff:ff:ff:ff:ff,3,,Deauthentication frame number 1 sent by attacker
,549,Probe Request,,-28,,ff:ff:ff:ff:ff:ff,3c:22:7f:71:dc:b8,ff:ff:ff:ff:ff:ff,,,STA is broadcasting probe request
,550,Probe Request,,-13,,ff:ff:ff:ff:ff:ff,3c:22:7f:71:df:d6,ff:ff:ff:ff:ff:ff,,,STA is broadcasting probe request
Evil Twin Attack,551,Probe Response,,-17,H7608,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:dc:b8,,,Evil Twin is sending probe response to STA
Evil Twin Attack,552,Probe Response,,-19,H7608,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,,,Evil Twin is sending probe response to STA
,554,Probe Response,,-44,H7608,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3c:22:7f:71:dc:b8,,,Trusted AP is sending probe response to STA
Evil Twin Attack,580,Authentication,,-13,,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,9c:04:b6:46:07:34,,0,STA is Sending Authentication request to Evil Twin
Evil Twin Attack,581,Authentication,,-20,,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:dc:b8,,0,Successful Authentication to Evil Twin
Evil Twin Attack,583,Authentication,,-12,,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,9c:04:b6:46:07:34,,0,STA is Sending Authentication request to Evil Twin
Evil Twin Attack,585,Authentication,,-18,,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,,0,Successful Authentication to Evil Twin
Evil Twin Attack,589,Association Request,,-12,H7608,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,9c:04:b6:46:07:34,,,STA is Sending association request to Evil Twin
Evil Twin Attack,591,Association Response,,-18,,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:dc:b8,,0,Successful association to Evil Twin
Evil Twin Attack,592,Association Response,,-19,,9c:04:b6:46:07:34,9c:04:b6:46:07:34,3c:22:7f:71:df:d6,,0,Successful association to Evil Twin
