packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,4890578989,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,0
2,4891398190,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
3,4892217395,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
4,4892880417,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
5,4893036597,S1G Beacon,129,34,-24,920,3,1,,,,,,,0,0
6,4893105757,Authentication,166,34,-55,920,0,11,0,0,0,0,0,0,0,0
7,4893186524,Authentication,166,34,-25,920,0,11,0,0,0,0,0,0,720,0
8,4893192257,Authentication,166,34,-22,920,0,11,0,0,1,0,0,0,720,0
9,4893198040,Authentication,166,34,-22,920,0,11,0,0,1,0,0,0,720,0
10,4893204030,Authentication,166,34,-23,920,0,11,0,0,1,0,0,0,720,0
11,4893367899,Authentication,166,34,-55,920,0,11,0,0,0,0,0,0,0,0
12,4893377166,Authentication,166,34,-22,920,0,11,0,0,0,0,0,0,720,0
13,4893383158,Authentication,166,34,-23,920,0,11,0,0,1,0,0,0,720,0
14,4893388888,Authentication,166,34,-23,920,0,11,0,0,1,0,0,0,720,0
15,4893394725,Authentication,166,34,-22,920,0,11,0,0,1,0,0,0,720,0
16,4893431804,QoS Data,149,34,-32,920,2,8,1,0,0,0,0,1,720,0
18,4893433961,QoS Data,149,34,-31,920,2,8,0,0,0,0,0,1,720,0
20,4893442307,QoS Data,131,34,-21,920,2,8,1,0,0,0,0,1,720,0
22,4893445050,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
24,4893608536,Authentication,166,34,-54,920,0,11,0,0,0,0,0,0,0,0
25,4893617178,Authentication,166,34,-23,920,0,11,0,0,0,0,0,0,720,0
26,4893623116,Authentication,166,34,-22,920,0,11,0,0,1,0,0,0,720,0
27,4893629056,Authentication,166,34,-22,920,0,11,0,0,1,0,0,0,720,0
28,4893635046,Authentication,166,34,-23,920,0,11,0,0,1,0,0,0,720,0
29,4893644147,QoS Data,128,34,-31,920,2,8,1,0,0,0,0,1,720,0
