attack_type,packet Number,event_type,time_stamp,signal_strength,ssid,bssid,src,dst,reason,status,details
Dragonblood DoS,703,Authentication,2026-06-29T14:21:25.024979000Z,-53,,78:72:64:ea:b9:14,82:49:b4:f9:ab:fb,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,704,Authentication,2026-06-29T14:21:25.072076000Z,-53,,78:72:64:ea:b9:14,c2:34:77:57:4e:0f,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,705,Authentication,2026-06-29T14:21:25.123276000Z,-54,,78:72:64:ea:b9:14,8a:27:4e:bf:f9:2d,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
,706,Authentication,2026-06-29T14:21:25.188180000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:49:b4:f9:ab:fb,,0,Successful Authentication to Trusted AP
,707,Authentication,2026-06-29T14:21:25.194212000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:49:b4:f9:ab:fb,,0,Successful Authentication to Trusted AP
Dragonblood DoS,708,Authentication,2026-06-29T14:21:25.221585000Z,-53,,78:72:64:ea:b9:14,b2:7b:ce:96:4d:07,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,709,Authentication,2026-06-29T14:21:25.287120000Z,-53,,78:72:64:ea:b9:14,2e:57:1d:d6:39:c6,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,710,Authentication,2026-06-29T14:21:25.330126000Z,-55,,78:72:64:ea:b9:14,8a:50:f4:a1:4c:77,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,711,Authentication,2026-06-29T14:21:25.385421000Z,-53,,78:72:64:ea:b9:14,12:7c:69:8e:72:56,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
,712,Authentication,2026-06-29T14:21:25.401922000Z,-28,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,c2:34:77:57:4e:0f,,0,Successful Authentication to Trusted AP
,713,Authentication,2026-06-29T14:21:25.413437000Z,-27,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,c2:34:77:57:4e:0f,,0,Successful Authentication to Trusted AP
,714,Authentication,2026-06-29T14:21:25.419165000Z,-28,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,c2:34:77:57:4e:0f,,0,Successful Authentication to Trusted AP
Dragonblood DoS,715,Authentication,2026-06-29T14:21:25.450961000Z,-53,,78:72:64:ea:b9:14,6a:64:23:c2:cb:a2,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,716,Authentication,2026-06-29T14:21:25.483728000Z,-53,,78:72:64:ea:b9:14,76:39:56:03:de:49,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,717,Authentication,2026-06-29T14:21:25.549267000Z,-54,,78:72:64:ea:b9:14,96:1d:7c:cc:8f:8a,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,718,Authentication,2026-06-29T14:21:25.614817000Z,-53,,78:72:64:ea:b9:14,f6:2f:3a:a0:76:19,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
,719,Authentication,2026-06-29T14:21:25.619659000Z,-29,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,8a:27:4e:bf:f9:2d,,0,Successful Authentication to Trusted AP
,720,Authentication,2026-06-29T14:21:25.625661000Z,-28,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,8a:27:4e:bf:f9:2d,,0,Successful Authentication to Trusted AP
,721,Authentication,2026-06-29T14:21:25.631543000Z,-30,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,8a:27:4e:bf:f9:2d,,0,Successful Authentication to Trusted AP
,722,Authentication,2026-06-29T14:21:25.637382000Z,-28,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,8a:27:4e:bf:f9:2d,,0,Successful Authentication to Trusted AP
Dragonblood DoS,723,Authentication,2026-06-29T14:21:25.647575000Z,-52,,78:72:64:ea:b9:14,fa:9c:ef:36:2d:76,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,724,Authentication,2026-06-29T14:21:25.713112000Z,-54,,78:72:64:ea:b9:14,ce:e0:47:7d:4a:ce,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,725,Authentication,2026-06-29T14:21:25.778647000Z,-53,,78:72:64:ea:b9:14,e2:49:56:4d:8b:cc,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,726,Authentication,2026-06-29T14:21:25.811416000Z,-52,,78:72:64:ea:b9:14,f6:e7:7e:92:38:79,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
,727,Authentication,2026-06-29T14:21:25.838522000Z,-28,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,b2:7b:ce:96:4d:07,,0,Successful Authentication to Trusted AP
,728,Authentication,2026-06-29T14:21:25.844571000Z,-26,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,b2:7b:ce:96:4d:07,,0,Successful Authentication to Trusted AP
,729,Authentication,2026-06-29T14:21:25.850301000Z,-27,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,b2:7b:ce:96:4d:07,,0,Successful Authentication to Trusted AP
,730,Authentication,2026-06-29T14:21:25.856188000Z,-26,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,b2:7b:ce:96:4d:07,,0,Successful Authentication to Trusted AP
Dragonblood DoS,731,Authentication,2026-06-29T14:21:25.876957000Z,-54,,78:72:64:ea:b9:14,c6:f7:b7:99:c8:50,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,732,Authentication,2026-06-29T14:21:25.909722000Z,-54,,78:72:64:ea:b9:14,3e:55:0d:5e:63:a8,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,733,Authentication,2026-06-29T14:21:25.975259000Z,-54,,78:72:64:ea:b9:14,ea:67:2b:27:a5:69,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,734,Authentication,2026-06-29T14:21:26.040792000Z,-53,,78:72:64:ea:b9:14,8a:4f:f5:97:8e:69,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,735,Authentication,2026-06-29T14:21:26.073567000Z,-53,,78:72:64:ea:b9:14,82:49:b4:f9:ab:fb,78:72:64:ea:b9:14,,0,Attacker is Sending Authentication request to trusted AP
,736,Authentication,2026-06-29T14:21:26.139164000Z,-25,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:57:1d:d6:39:c6,,0,Successful Authentication to Trusted AP
