packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-07-06T13:25:43.896066000Z,Data,287,34,-28,920,2,0,0,0,0,0,0,1,0,0
2,2026-07-06T13:25:43.907620000Z,S1G Beacon,61,34,-26,920,3,1,,,,,,,0,0
3,2026-07-06T13:25:44.728650000Z,S1G Beacon,129,34,-24,920,3,1,,,,,,,0,0
4,2026-07-06T13:25:45.163384000Z,Authentication,166,34,-58,920,0,11,0,0,0,0,0,0,0,2
5,2026-07-06T13:25:45.261696000Z,Authentication,166,34,-60,920,0,11,0,0,0,0,0,0,0,2
6,2026-07-06T13:25:45.271268000Z,Authentication,166,34,-28,920,0,11,0,0,0,0,0,0,720,0
7,2026-07-06T13:25:45.276846000Z,Authentication,166,34,-29,920,0,11,0,0,1,0,0,0,720,0
8,2026-07-06T13:25:45.282740000Z,Authentication,166,34,-29,920,0,11,0,0,1,0,0,0,720,0
9,2026-07-06T13:25:45.288625000Z,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
10,2026-07-06T13:25:45.327233000Z,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,2
11,2026-07-06T13:25:45.425537000Z,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,2
12,2026-07-06T13:25:45.493118000Z,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,2
13,2026-07-06T13:25:45.527425000Z,Authentication,166,34,-27,920,0,11,0,0,0,0,0,0,720,0
14,2026-07-06T13:25:45.533107000Z,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
15,2026-07-06T13:25:45.539095000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
16,2026-07-06T13:25:45.546060000Z,S1G Beacon,61,34,-29,920,3,1,,,,,,,0,0
17,2026-07-06T13:25:45.550664000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
18,2026-07-06T13:25:45.589379000Z,Authentication,166,34,-58,920,0,11,0,0,0,0,0,0,0,2
19,2026-07-06T13:25:45.661630000Z,Authentication,166,34,-28,920,0,11,0,0,0,0,0,0,720,0
20,2026-07-06T13:25:45.667564000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
21,2026-07-06T13:25:45.673505000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
22,2026-07-06T13:25:45.679495000Z,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
23,2026-07-06T13:25:45.687686000Z,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,2
24,2026-07-06T13:25:45.753221000Z,Authentication,166,34,-58,920,0,11,0,0,0,0,0,0,0,2
25,2026-07-06T13:25:45.795464000Z,Authentication,166,34,-28,920,0,11,0,0,0,0,0,0,720,0
26,2026-07-06T13:25:45.801143000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
27,2026-07-06T13:25:45.806977000Z,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
28,2026-07-06T13:25:45.812918000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
29,2026-07-06T13:25:45.851526000Z,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,2
30,2026-07-06T13:25:45.930370000Z,Authentication,166,34,-58,920,0,11,0,0,0,0,0,0,0,2
31,2026-07-06T13:25:45.935219000Z,Authentication,166,34,-27,920,0,11,0,0,0,0,0,0,720,0
32,2026-07-06T13:25:45.941115000Z,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
33,2026-07-06T13:25:45.947157000Z,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
34,2026-07-06T13:25:45.952993000Z,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
35,2026-07-06T13:25:45.996141000Z,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
36,2026-07-06T13:25:46.000387000Z,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
37,2026-07-06T13:25:46.004634000Z,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
