host_timestamp,local_time,esp32_uptime_us,cpu_used_pct,ram_used_pct,tcp_disconnects
1781190136.142356,2026-06-11 17:02:16,4203519721,1.38,19.86,0
1781190141.154745,2026-06-11 17:02:21,4208526721,1.37,19.86,0
1781190146.1550899,2026-06-11 17:02:26,4213533721,1.39,19.86,0
1781190151.167229,2026-06-11 17:02:31,4218540721,1.65,19.86,0
1781190156.173058,2026-06-11 17:02:36,4223547723,1.38,19.86,0
1781190161.176796,2026-06-11 17:02:41,4228554721,1.31,19.86,0
1781190166.1881568,2026-06-11 17:02:46,4233561721,1.27,19.86,0
1781190171.196667,2026-06-11 17:02:51,4238568721,1.57,19.86,0
1781190176.2017322,2026-06-11 17:02:56,4243575721,1.33,19.86,0
1781190181.2070038,2026-06-11 17:03:01,4248582721,1.37,19.86,0
1781190186.211166,2026-06-11 17:03:06,4253589721,1.34,19.86,0
1781190191.22766,2026-06-11 17:03:11,4258596721,1.48,19.86,0
1781190196.22431,2026-06-11 17:03:16,4263603721,1.34,19.86,0
1781190201.232407,2026-06-11 17:03:21,4268610721,1.33,19.86,0
1781190206.244739,2026-06-11 17:03:26,4273617721,1.34,19.86,0
1781190211.247742,2026-06-11 17:03:31,4278624721,1.33,19.86,0
1781190216.253999,2026-06-11 17:03:36,4283631723,1.48,19.86,0
1781190221.2621372,2026-06-11 17:03:41,4288638721,1.34,19.86,0
1781190226.2639842,2026-06-11 17:03:46,4293645721,1.43,19.86,0
1781190231.282274,2026-06-11 17:03:51,4298652721,0.0,19.86,0
1781190236.287214,2026-06-11 17:03:56,4303659723,1.58,19.86,0
1781190241.293026,2026-06-11 17:04:01,4308666723,1.29,19.86,0
1781190246.29733,2026-06-11 17:04:06,4313673723,1.36,19.86,0
1781190251.305258,2026-06-11 17:04:11,4318680725,1.31,19.86,0
