packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,3590034901,QoS Data,149,34,-39,920,2,8,1,0,0,0,0,1,720,0
3,3590037342,QoS Data,149,34,-43,920,2,8,0,0,0,0,0,1,720,0
5,3590045894,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
7,3590048722,QoS Data,131,34,-40,920,2,8,0,0,0,0,0,1,720,0
9,3590157650,QoS Data,128,34,-40,920,2,8,1,0,0,0,0,1,720,0
11,3590159977,QoS Data,128,34,-43,920,2,8,0,0,0,0,0,1,720,0
13,3590503149,S1G Beacon,129,34,-38,920,3,1,,,,,,,0,0
14,3591322355,S1G Beacon,61,34,-39,920,3,1,,,,,,,0,0
15,3592040703,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
16,3592106239,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
17,3592110827,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
18,3592116661,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
19,3592122496,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
20,3592128332,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
21,3592139007,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
22,3592171775,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
23,3592176344,S1G Beacon,129,34,-39,920,3,1,,,,,,,0,0
24,3592181752,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
25,3592187796,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
26,3592193528,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
27,3592199571,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
28,3592204542,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
29,3592237310,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
30,3592242157,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
31,3592248201,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
32,3592253985,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
33,3592259874,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
34,3592275198,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
35,3592315993,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
36,3592321276,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
37,3592325861,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
38,3592331799,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
39,3592337634,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
40,3592368382,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
41,3592375618,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
42,3592381299,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
43,3592387292,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
44,3592392973,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
45,3592401149,Authentication,166,34,-57,920,0,11,0,0,0,0,0,0,0,0
46,3592433917,Authentication,166,34,-56,920,0,11,0,0,0,0,0,0,0,0
47,3592450463,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
48,3592456300,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
49,3592462239,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
50,3592466685,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
51,3592471429,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
52,3592499452,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
53,3592511007,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
54,3592516947,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
55,3592522627,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
56,3592528461,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
57,3592556606,Data,287,34,-38,920,2,0,0,0,0,0,0,1,0,0
58,3592585383,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
59,3592591271,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
60,3592597004,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
61,3592602736,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
62,3592630524,Authentication,166,34,-53,920,0,11,0,0,0,0,0,0,0,0
63,3592644833,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
64,3592650875,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
65,3592656763,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
66,3592662651,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
67,3592718612,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
68,3592724342,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
69,3592728826,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
70,3592733570,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
71,3592739613,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
72,3592761595,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
73,3592778295,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
74,3592784028,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
75,3592790019,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
76,3592794362,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
77,3592798953,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
78,3592827130,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
79,3592853139,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
80,3592858923,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
81,3592864655,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
82,3592870336,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
83,3592892666,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
84,3592925433,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
85,3592958202,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
86,3592962789,S1G Beacon,61,34,-39,920,3,1,,,,,,,0,0
87,3592984649,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
88,3592990485,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
89,3592996270,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
90,3593002108,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
91,3593023737,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
92,3593056505,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
93,3593101559,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
94,3593127599,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
95,3593133486,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
96,3593139479,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
97,3593145522,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
98,3593176308,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
99,3593196130,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
100,3593201810,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
101,3593207695,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
102,3593213426,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
103,3593220344,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
104,3593253111,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
105,3593270749,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
106,3593276739,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
107,3593282729,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
108,3593288512,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
109,3593318647,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
110,3593330199,Authentication,166,34,-41,920,0,11,0,0,0,0,0,0,720,0
111,3593336137,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
112,3593341815,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
113,3593347857,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
114,3593384182,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
115,3593403744,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
116,3593409577,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
117,3593415256,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
118,3593421040,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
119,3593449718,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
120,3593463196,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
121,3593468979,Authentication,166,34,-33,920,0,11,0,0,1,0,0,0,720,0
122,3593474657,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
123,3593480701,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
124,3593515254,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
125,3593537287,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
126,3593543018,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
127,3593548802,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
128,3593554583,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
129,3593559283,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
130,3593593075,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
131,3593599585,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
132,3593605419,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
133,3593611359,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
134,3593617402,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
135,3593638129,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
136,3593670795,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
137,3593676525,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
138,3593687987,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
139,3593711860,Authentication,166,34,-53,920,0,11,0,0,0,0,0,0,0,0
140,3593738187,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
141,3593744072,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
142,3593750065,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
143,3593756005,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
144,3593804248,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
145,3593810134,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
146,3593815811,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
147,3593821750,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
148,3593842931,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
149,3593883548,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
150,3593889591,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
151,3593895273,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
152,3593908466,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
153,3593936350,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
154,3593941234,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
155,3593945819,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
156,3593951812,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
157,3593957647,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
158,3593992431,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
159,3594010467,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
160,3594016250,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
161,3594022189,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
162,3594028024,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
163,3594035437,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
164,3594068751,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
165,3594074533,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
166,3594080210,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
167,3594086097,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
168,3594105073,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
169,3594137840,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
170,3594144480,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
171,3594150211,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
172,3594156048,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
173,3594161728,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
174,3594170608,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
175,3594203376,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
176,3594236144,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
177,3594268912,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
178,3594274835,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
179,3594280773,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
180,3594286455,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
181,3594292237,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
182,3594301680,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
183,3594334447,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
184,3594367215,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
185,3594399983,Authentication,166,34,-53,920,0,11,0,0,0,0,0,0,0,0
186,3594424642,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
187,3594430687,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
188,3594436365,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
189,3594442148,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
190,3594465518,Authentication,166,34,-48,920,0,11,0,0,0,0,0,0,0,0
191,3594483710,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
192,3594489649,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
193,3594495535,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
194,3594501267,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
195,3594507501,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
196,3594558224,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
197,3594569376,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
198,3594575418,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
199,3594618163,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
200,3594624225,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
201,3594629357,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
202,3594634046,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
203,3594640040,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
204,3594662125,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
205,3594692355,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
206,3594698086,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
207,3594704284,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
208,3594710119,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
209,3594727660,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
210,3594760428,Authentication,166,34,-53,920,0,11,0,0,0,0,0,0,0,0
211,3594825964,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
212,3594891500,Authentication,166,34,-49,920,0,11,0,0,0,0,0,0,0,0
213,3594924268,Authentication,166,34,-53,920,0,11,0,0,0,0,0,0,0,0
214,3594933742,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
215,3594939475,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
216,3594945206,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
217,3594951043,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
218,3594957035,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
219,3594989493,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
220,3594995224,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
221,3595001007,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
222,3595006843,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
223,3595022571,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
224,3595054770,QoS Data,149,34,-38,920,2,8,1,0,0,0,0,1,720,0
227,3595064254,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
229,3595066374,QoS Data,131,34,-40,920,2,8,0,0,0,0,0,1,720,0
231,3595118821,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
232,3595125123,Authentication,166,34,-39,920,0,11,0,0,0,0,0,0,720,0
233,3595130855,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
234,3595136691,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
235,3595142681,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
236,3595153642,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
237,3595167679,RTS,54,34,-34,920,1,11,,,,0,0,0,2480,0
240,3595171658,QoS Data,128,34,-43,920,2,8,0,0,0,0,0,1,720,0
242,3595186409,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
243,3595200148,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
244,3595206037,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
245,3595211818,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
246,3595217706,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
247,3595251945,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
248,3595259338,Authentication,166,34,-40,920,0,11,0,0,0,0,0,0,720,0
249,3595265017,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
250,3595270696,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
251,3595276376,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
252,3595284713,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
253,3595317480,Authentication,166,34,-51,920,0,11,0,0,0,0,0,0,0,0
254,3595334597,Authentication,166,34,-41,920,0,11,0,0,0,0,0,0,720,0
255,3595340484,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
256,3595346424,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
257,3595352153,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
258,3595383016,Authentication,166,34,-50,920,0,11,0,0,0,0,0,0,0,0
259,3595392700,Authentication,166,34,-43,920,0,11,0,0,0,0,0,0,720,0
260,3595398690,Authentication,166,34,-44,920,0,11,0,0,1,0,0,0,720,0
261,3595404369,Authentication,166,34,-45,920,0,11,0,0,1,0,0,0,720,0
