host_timestamp,local_time,cpu_used_pct,ram_used_pct
1782146753.3035634,2026-06-22 18:45:53,0.0,65.56
1782146758.263596,2026-06-22 18:45:58,25.15,65.56
1782146763.2750587,2026-06-22 18:46:03,23.75,65.56
1782146768.2926629,2026-06-22 18:46:08,28.29,65.56
1782146773.2667658,2026-06-22 18:46:13,24.14,65.56
1782146778.2685053,2026-06-22 18:46:18,24.4,65.56
1782146783.2736888,2026-06-22 18:46:23,27.2,65.56
1782146788.2703729,2026-06-22 18:46:28,24.4,65.56
1782146793.2777545,2026-06-22 18:46:33,23.6,65.56
1782146798.2736065,2026-06-22 18:46:38,28.66,65.56
1782146803.2713041,2026-06-22 18:46:43,23.8,65.56
1782146808.2763712,2026-06-22 18:46:48,24.2,65.56
1782146813.2764745,2026-06-22 18:46:53,26.55,65.56
1782146818.27628,2026-06-22 18:46:58,24.2,65.56
1782146823.2756987,2026-06-22 18:47:03,23.8,65.56
1782146828.2765765,2026-06-22 18:47:08,28.6,65.56
1782146833.2779362,2026-06-22 18:47:13,23.95,65.56
1782146838.2792187,2026-06-22 18:47:18,25.0,65.56
1782146843.279188,2026-06-22 18:47:23,26.2,65.56
1782146848.2816653,2026-06-22 18:47:28,24.75,65.56
1782146853.3000906,2026-06-22 18:47:33,24.3,65.56
1782146858.2846446,2026-06-22 18:47:38,28.11,65.56
1782146863.2839582,2026-06-22 18:47:43,23.95,65.56
1782146868.3088052,2026-06-22 18:47:48,24.95,65.56
1782146873.2868607,2026-06-22 18:47:53,25.25,65.56
1782146878.286118,2026-06-22 18:47:58,24.75,65.56
1782146883.3084922,2026-06-22 18:48:03,25.35,65.56
1782146888.2914157,2026-06-22 18:48:08,27.25,65.56
1782146893.3025727,2026-06-22 18:48:13,23.6,65.56
1782146898.3363028,2026-06-22 18:48:18,27.38,65.56
1782146903.2904098,2026-06-22 18:48:23,24.04,65.56
1782146908.2893832,2026-06-22 18:48:28,25.45,65.56
1782146913.3188512,2026-06-22 18:48:33,26.29,65.56
1782146918.2895465,2026-06-22 18:48:38,26.31,65.56
1782146923.2909107,2026-06-22 18:48:43,23.2,65.56
1782146928.2899957,2026-06-22 18:48:48,27.35,65.56
1782146933.2914503,2026-06-22 18:48:53,25.0,65.56
1782146938.295651,2026-06-22 18:48:58,24.75,65.56
1782146943.298049,2026-06-22 18:49:03,26.4,65.56
1782146948.2959886,2026-06-22 18:49:08,26.4,65.56
1782146953.295433,2026-06-22 18:49:13,23.2,65.56
1782146958.3014288,2026-06-22 18:49:18,26.95,65.56
