attack_type,packet Number,event_type,time_stamp,signal_strength,ssid,bssid,src,dst,reason,status,details
,2,S1G Beacon,2026-07-07T15:47:15.406687000Z,-12,,,9c:04:b6:46:07:34,,,,
,9,S1G Beacon,2026-07-07T15:47:16.227709000Z,-10,H7608,,9c:04:b6:46:07:34,,,,
,10,S1G Beacon,2026-07-07T15:47:16.444070000Z,-66,H7608,,78:72:64:ea:b9:14,,,,
,12,S1G Beacon,2026-07-07T15:47:17.045183000Z,-11,,,9c:04:b6:46:07:34,,,,
,13,S1G Beacon,2026-07-07T15:47:17.261493000Z,-64,,,78:72:64:ea:b9:14,,,,
,20,S1G Beacon,2026-07-07T15:47:17.866172000Z,-11,H7608,,9c:04:b6:46:07:34,,,,
,22,S1G Beacon,2026-07-07T15:47:18.082518000Z,-65,H7608,,78:72:64:ea:b9:14,,,,
,23,S1G Beacon,2026-07-07T15:47:18.683578000Z,-11,,,9c:04:b6:46:07:34,,,,
,24,S1G Beacon,2026-07-07T15:47:18.899943000Z,-66,,,78:72:64:ea:b9:14,,,,
,25,S1G Beacon,2026-07-07T15:47:19.504609000Z,-10,H7608,,9c:04:b6:46:07:34,,,,
,26,S1G Beacon,2026-07-07T15:47:19.720973000Z,-66,H7608,,78:72:64:ea:b9:14,,,,
,27,S1G Beacon,2026-07-07T15:47:20.322024000Z,-13,,,9c:04:b6:46:07:34,,,,
,28,S1G Beacon,2026-07-07T15:47:20.538401000Z,-66,,,78:72:64:ea:b9:14,,,,
,30,S1G Beacon,2026-07-07T15:47:21.143052000Z,-12,H7608,,9c:04:b6:46:07:34,,,,
,32,S1G Beacon,2026-07-07T15:47:21.359420000Z,-65,H7608,,78:72:64:ea:b9:14,,,,
,33,S1G Beacon,2026-07-07T15:47:21.960474000Z,-12,,,9c:04:b6:46:07:34,,,,
,34,S1G Beacon,2026-07-07T15:47:22.176848000Z,-65,,,78:72:64:ea:b9:14,,,,
,44,S1G Beacon,2026-07-07T15:47:22.781499000Z,-13,H7608,,9c:04:b6:46:07:34,,,,
,45,S1G Beacon,2026-07-07T15:47:22.997873000Z,-66,H7608,,78:72:64:ea:b9:14,,,,
,46,S1G Beacon,2026-07-07T15:47:23.598934000Z,-11,,,9c:04:b6:46:07:34,,,,
,47,S1G Beacon,2026-07-07T15:47:23.815295000Z,-66,,,78:72:64:ea:b9:14,,,,
,50,S1G Beacon,2026-07-07T15:47:24.419945000Z,-12,H7608,,9c:04:b6:46:07:34,,,,
,51,S1G Beacon,2026-07-07T15:47:24.636329000Z,-66,H7608,,78:72:64:ea:b9:14,,,,
,52,S1G Beacon,2026-07-07T15:47:25.237368000Z,-13,,,9c:04:b6:46:07:34,,,,
,53,S1G Beacon,2026-07-07T15:47:25.453743000Z,-65,,,78:72:64:ea:b9:14,,,,
,54,S1G Beacon,2026-07-07T15:47:26.058413000Z,-11,H7608,,9c:04:b6:46:07:34,,,,
,55,S1G Beacon,2026-07-07T15:47:26.274872000Z,-66,H7608,,78:72:64:ea:b9:14,,,,
,56,S1G Beacon,2026-07-07T15:47:26.875819000Z,-12,,,9c:04:b6:46:07:34,,,,
,58,S1G Beacon,2026-07-07T15:47:27.092189000Z,-65,,,78:72:64:ea:b9:14,,,,
,69,S1G Beacon,2026-07-07T15:47:27.696838000Z,-11,H7608,,9c:04:b6:46:07:34,,,,
,70,S1G Beacon,2026-07-07T15:47:27.913225000Z,-64,H7608,,78:72:64:ea:b9:14,,,,
