packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-29T15:00:45.555358000Z,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
3,2026-06-29T15:00:45.564188000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
5,2026-06-29T15:00:45.673625000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
7,2026-06-29T15:00:50.302922000Z,Data,287,34,-29,920,2,0,0,0,0,0,0,1,0,0
8,2026-06-29T15:00:50.579966000Z,QoS Data,149,34,-11,920,2,8,1,0,0,0,0,1,720,0
10,2026-06-29T15:00:50.582475000Z,QoS Data,149,34,-33,920,2,8,0,0,0,0,0,1,720,0
11,2026-06-29T15:00:50.585940000Z,QoS Data,149,34,-33,920,2,8,0,0,1,0,0,1,720,0
14,2026-06-29T15:00:50.594627000Z,QoS Data,131,34,-34,920,2,8,0,0,0,0,0,1,720,0
17,2026-06-29T15:00:50.673262000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
19,2026-06-29T15:00:50.675328000Z,QoS Data,128,34,-35,920,2,8,0,0,0,0,0,1,720,0
21,2026-06-29T15:00:50.743739000Z,S1G Beacon,129,34,-32,920,3,1,,,,,,,0,0
23,2026-06-29T15:00:51.561162000Z,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,0
24,2026-06-29T15:00:54.020649000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
25,2026-06-29T15:00:55.607707000Z,QoS Data,148,34,-14,920,2,8,1,0,0,0,0,1,720,0
26,2026-06-29T15:00:55.613093000Z,QoS Data,148,34,-29,920,2,8,0,0,1,0,0,1,720,0
27,2026-06-29T15:00:55.618001000Z,QoS Data,148,34,-32,920,2,8,0,0,1,0,0,1,720,0
29,2026-06-29T15:00:55.624692000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
31,2026-06-29T15:00:55.627317000Z,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
33,2026-06-29T15:00:55.673195000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
35,2026-06-29T15:00:56.351089000Z,Data,287,34,-26,920,2,0,0,0,0,0,0,1,0,0
36,2026-06-29T15:00:56.476518000Z,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,0
37,2026-06-29T15:00:57.297549000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
38,2026-06-29T15:00:58.413162000Z,Data,132,34,-27,920,2,0,0,0,0,0,0,1,0,0
39,2026-06-29T15:00:58.936001000Z,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
40,2026-06-29T15:00:59.375160000Z,Data,287,34,-24,920,2,0,0,0,0,0,0,1,0,0
41,2026-06-29T15:01:00.640760000Z,QoS Data,148,34,-14,920,2,8,1,0,0,0,0,1,720,0
43,2026-06-29T15:01:00.643434000Z,QoS Data,148,34,-31,920,2,8,0,0,0,0,0,1,720,0
45,2026-06-29T15:01:00.650071000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
47,2026-06-29T15:01:00.652278000Z,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
49,2026-06-29T15:01:00.677792000Z,RTS,54,34,-13,920,1,11,,,,0,0,0,2956,0
51,2026-06-29T15:01:00.680026000Z,QoS Data,128,34,-12,920,2,8,1,0,1,0,0,1,720,0
53,2026-06-29T15:01:02.212902000Z,S1G Beacon,129,34,-26,920,3,1,,,,,,,0,0
54,2026-06-29T15:01:02.359627000Z,Data,446,34,-26,920,2,0,0,0,0,0,0,1,0,0
55,2026-06-29T15:01:02.463429000Z,Data,440,34,-26,920,2,0,0,0,0,0,0,1,0,0
56,2026-06-29T15:01:05.665076000Z,QoS Data,149,34,-13,920,2,8,1,0,0,0,0,1,720,0
58,2026-06-29T15:01:05.674105000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
59,2026-06-29T15:01:05.923582000Z,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
61,2026-06-29T15:01:08.447429000Z,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
62,2026-06-29T15:01:10.689773000Z,QoS Data,148,34,-19,920,2,8,1,0,0,0,0,1,720,0
64,2026-06-29T15:01:10.698244000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
66,2026-06-29T15:01:10.923646000Z,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
68,2026-06-29T15:01:14.499482000Z,S1G Beacon,61,34,-26,920,3,1,,,,,,,0,0
70,2026-06-29T15:01:15.320511000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
71,2026-06-29T15:01:15.714418000Z,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
73,2026-06-29T15:01:15.717242000Z,QoS Data,149,34,-31,920,2,8,0,0,0,0,0,1,720,0
75,2026-06-29T15:01:15.723525000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
77,2026-06-29T15:01:15.725682000Z,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
79,2026-06-29T15:01:15.923606000Z,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
81,2026-06-29T15:01:15.925932000Z,QoS Data,128,34,-31,920,2,8,0,0,0,0,0,1,720,0
83,2026-06-29T15:01:16.137932000Z,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,0
85,2026-06-29T15:01:18.597414000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
86,2026-06-29T15:01:20.543918000Z,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
88,2026-06-29T15:01:20.741519000Z,QoS Data,148,34,-33,920,2,8,0,0,0,0,0,1,720,0
90,2026-06-29T15:01:20.747687000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
92,2026-06-29T15:01:20.749845000Z,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
94,2026-06-29T15:01:20.923644000Z,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
96,2026-06-29T15:01:20.926280000Z,QoS Data,128,34,-32,920,2,8,0,0,0,0,0,1,720,0
99,2026-06-29T15:01:21.874319000Z,S1G Beacon,129,34,-28,920,3,1,,,,,,,0,0
100,2026-06-29T15:01:22.526684000Z,Data,378,34,-26,920,2,0,0,0,0,0,0,1,0,0
101,2026-06-29T15:01:22.630851000Z,Data,387,34,-27,920,2,0,0,0,0,0,0,1,0,0
103,2026-06-29T15:01:22.691732000Z,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,0
104,2026-06-29T15:01:22.736241000Z,Data,450,34,-28,920,2,0,0,0,0,0,0,1,0,0
105,2026-06-29T15:01:22.840144000Z,Data,442,34,-27,920,2,0,0,0,0,0,0,1,0,0
106,2026-06-29T15:01:22.942696000Z,Data,387,34,-28,920,2,0,0,0,0,0,0,1,0,0
107,2026-06-29T15:01:23.047641000Z,Data,426,34,-28,920,2,0,0,0,0,0,0,1,0,0
108,2026-06-29T15:01:23.152523000Z,Data,458,34,-28,920,2,0,0,0,0,0,0,1,0,0
109,2026-06-29T15:01:23.254710000Z,Data,387,34,-27,920,2,0,0,0,0,0,0,1,0,0
110,2026-06-29T15:01:23.360228000Z,Data,446,34,-28,920,2,0,0,0,0,0,0,1,0,0
111,2026-06-29T15:01:23.464093000Z,Data,440,34,-29,920,2,0,0,0,0,0,0,1,0,0
112,2026-06-29T15:01:23.512764000Z,S1G Beacon,129,34,-32,920,3,1,,,,,,,0,0
113,2026-06-29T15:01:23.566738000Z,Data,387,34,-29,920,2,0,0,0,0,0,0,1,0,0
114,2026-06-29T15:01:23.575123000Z,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
115,2026-06-29T15:01:25.763070000Z,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
117,2026-06-29T15:01:25.772425000Z,QoS Data,131,34,-11,920,2,8,1,0,0,0,0,1,720,0
118,2026-06-29T15:01:25.774891000Z,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
120,2026-06-29T15:01:25.923622000Z,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
121,2026-06-29T15:01:25.925842000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
124,2026-06-29T15:01:30.788453000Z,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
126,2026-06-29T15:01:30.797926000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
