host_timestamp,local_time,cpu_used_pct,ram_used_pct
1782737750.922384,2026-06-29 14:55:50,0.0,67.33
1782737755.94461,2026-06-29 14:55:55,31.74,67.33
1782737760.9325988,2026-06-29 14:56:00,33.47,67.33
1782737765.9262235,2026-06-29 14:56:05,33.2,67.33
1782737770.9256895,2026-06-29 14:56:10,31.6,67.33
1782737775.928858,2026-06-29 14:56:15,34.2,67.33
1782737780.9291947,2026-06-29 14:56:20,31.6,67.33
1782737785.9290729,2026-06-29 14:56:25,31.2,67.33
1782737790.94383,2026-06-29 14:56:30,34.53,67.33
1782737795.9298892,2026-06-29 14:56:35,32.67,67.33
1782737800.930633,2026-06-29 14:56:40,32.2,67.33
1782737805.9418292,2026-06-29 14:56:45,30.74,67.33
1782737810.9357584,2026-06-29 14:56:50,34.8,67.33
1782737815.9869778,2026-06-29 14:56:55,30.56,67.33
1782737820.944728,2026-06-29 14:57:00,32.66,67.33
1782737825.9369767,2026-06-29 14:57:05,34.6,67.33
1782737830.93901,2026-06-29 14:57:10,32.0,67.33
1782737835.9545245,2026-06-29 14:57:15,30.54,67.33
1782737840.9685051,2026-06-29 14:57:20,34.26,67.33
1782737845.9497933,2026-06-29 14:57:25,31.53,67.33
1782737850.9424555,2026-06-29 14:57:30,32.4,67.33
1782737855.9687574,2026-06-29 14:57:35,33.53,67.33
1782737860.9411051,2026-06-29 14:57:40,33.73,67.33
1782737865.9441037,2026-06-29 14:57:45,30.54,67.33
1782737870.9469302,2026-06-29 14:57:50,31.6,67.33
1782737875.9503806,2026-06-29 14:57:55,33.8,67.33
1782737880.9689817,2026-06-29 14:58:00,32.34,67.33
1782737885.9536242,2026-06-29 14:58:05,33.2,67.33
1782737890.9680681,2026-06-29 14:58:10,34.73,67.33
1782737895.966507,2026-06-29 14:58:15,32.2,67.33
1782737900.9584491,2026-06-29 14:58:20,31.66,67.33
1782737905.9972153,2026-06-29 14:58:25,32.01,67.33
1782737910.967021,2026-06-29 14:58:30,34.0,67.33
1782737915.9617195,2026-06-29 14:58:35,32.93,67.33
1782737920.962461,2026-06-29 14:58:40,31.6,67.33
1782737925.9640088,2026-06-29 14:58:45,33.8,67.33
1782737930.9808252,2026-06-29 14:58:50,32.73,67.33
1782737935.9679358,2026-06-29 14:58:55,31.86,67.33
1782737941.0104394,2026-06-29 14:59:01,37.9,67.33
1782737945.9698284,2026-06-29 14:59:05,38.51,67.33
1782737950.978992,2026-06-29 14:59:10,37.52,67.33
