packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,3547012456,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
2,3547831660,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
3,3548650865,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
4,3548838688,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
5,3549470066,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
6,3549891193,QoS Data,148,34,-23,920,2,8,1,0,0,0,0,1,720,0
9,3549900114,QoS Data,131,34,-34,920,2,8,1,0,0,0,0,1,720,0
11,3549904987,QoS Data,131,34,-23,920,2,8,0,0,1,0,0,1,720,0
13,3549984275,QoS Data,128,34,-21,920,2,8,1,0,0,0,0,1,720,0
15,3549986760,QoS Data,128,34,-22,920,2,8,0,0,0,0,0,1,720,0
17,3550289272,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
18,3551108473,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
19,3551862605,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
20,3551927676,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
21,3554385290,S1G Beacon,61,34,-26,920,3,1,,,,,,,0,0
22,3554886601,Data,287,34,-26,920,2,0,0,0,0,0,0,1,0,0
23,3554911341,QoS Data,149,34,-39,920,2,8,1,0,0,0,0,1,720,0
25,3554920577,QoS Data,131,34,-26,920,2,8,1,0,0,0,0,1,720,0
27,3554923318,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
29,3554983728,QoS Data,128,34,-37,920,2,8,1,0,0,0,0,1,720,0
31,3554985849,QoS Data,128,34,-30,920,2,8,0,0,0,0,0,1,720,0
33,3555204490,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
34,3556023693,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,0
36,3556842898,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
37,3557662101,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
38,3557910595,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
39,3558481307,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
40,3559300506,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
41,3559931390,QoS Data,149,34,-37,920,2,8,1,0,0,0,0,1,720,0
43,3559933544,QoS Data,149,34,-29,920,2,8,0,0,0,0,0,1,720,0
45,3559940520,QoS Data,131,34,-22,920,2,8,1,0,0,0,0,1,720,0
46,3559943107,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
48,3559985927,QoS Data,128,34,-43,920,2,8,1,0,0,0,0,1,720,0
49,3559988411,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
51,3560119713,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
52,3560938914,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
53,3561758118,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
54,3562577322,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
55,3563396525,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
56,3563958648,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
57,3564090871,Data,378,34,-21,920,2,0,0,0,0,0,0,1,0,0
58,3564194595,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
59,3564215729,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
60,3564298792,Data,450,34,-21,920,2,0,0,0,0,0,0,1,0,0
61,3564402771,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
62,3564506759,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
63,3564610666,Data,426,34,-21,920,2,0,0,0,0,0,0,1,0,0
64,3564715149,Data,458,34,-20,920,2,0,0,0,0,0,0,1,0,0
65,3564818705,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
66,3564922563,Data,446,34,-19,920,2,0,0,0,0,0,0,1,0,0
67,3564950918,QoS Data,149,34,-28,920,2,8,1,0,0,0,0,1,720,0
69,3564953332,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
71,3564960567,QoS Data,131,34,-30,920,2,8,1,0,0,0,0,1,720,0
73,3564962999,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
75,3564986076,QoS Data,128,34,-28,920,2,8,1,0,0,0,0,1,720,0
77,3564988559,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
79,3565034930,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
80,3565039141,Data,440,34,-21,920,2,0,0,0,0,0,0,1,0,0
81,3565130674,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
82,3565234602,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
83,3565338643,Data,452,34,-21,920,2,0,0,0,0,0,0,1,0,0
84,3565854134,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
85,3566673338,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
86,3566982591,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
87,3567149438,Data,132,34,-20,920,2,0,0,0,0,0,0,1,0,0
88,3567492540,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
89,3568311744,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
90,3569970483,QoS Data,148,34,-28,920,2,8,1,0,0,0,0,1,720,0
92,3569972883,QoS Data,148,34,-28,920,2,8,0,0,0,0,0,1,720,0
94,3569979964,QoS Data,131,34,-27,920,2,8,1,0,0,0,0,1,720,0
95,3569982292,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
97,3570006718,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
98,3570233184,QoS Data,128,34,-29,920,2,8,1,0,0,0,0,1,720,0
99,3570235666,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
101,3570769353,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
102,3571588557,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
103,3572407761,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
104,3573030637,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
105,3573226967,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
106,3574046169,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
107,3574865371,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
108,3574990896,QoS Data,149,34,-28,920,2,8,1,0,0,0,0,1,720,0
111,3575000289,QoS Data,131,34,-29,920,2,8,1,0,0,0,0,1,720,0
112,3575002409,QoS Data,131,34,-25,920,2,8,0,0,0,0,0,1,720,0
114,3575233006,QoS Data,128,34,-28,920,2,8,1,0,0,0,0,1,720,0
116,3575235126,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
117,3575684575,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
118,3576055150,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
119,3576503778,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
120,3577322981,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
121,3578142187,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
122,3578961390,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
123,3579078775,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
124,3579780593,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
125,3580010901,QoS Data,149,34,-28,920,2,8,1,0,0,0,0,1,720,0
128,3580020291,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
130,3580022516,QoS Data,131,34,-22,920,2,8,0,0,0,0,0,1,720,0
133,3580235793,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
135,3580599797,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
136,3582238202,S1G Beacon,61,34,-24,920,3,1,,,,,,,0,0
137,3583057407,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
138,3583876607,S1G Beacon,61,34,-24,920,3,1,,,,,,,0,0
139,3584695813,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
140,3585031628,QoS Data,148,34,-28,920,2,8,1,0,0,0,0,1,720,0
143,3585043761,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
145,3585194620,Data,387,34,-23,920,2,0,0,0,0,0,0,1,0,0
146,3585233061,QoS Data,128,34,-27,920,2,8,1,0,0,0,0,1,720,0
148,3585298693,Data,450,34,-24,920,2,0,0,0,0,0,0,1,0,0
149,3585515016,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
150,3585517428,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
151,3585714725,Data,458,34,-22,920,2,0,0,0,0,0,0,1,0,0
152,3585818750,Data,387,34,-23,920,2,0,0,0,0,0,0,1,0,0
154,3586234699,Data,442,34,-22,920,2,0,0,0,0,0,0,1,0,0
155,3586338950,Data,452,34,-24,920,2,0,0,0,0,0,0,1,0,0
156,3587153423,S1G Beacon,61,34,-24,920,3,1,,,,,,,0,0
157,3587972627,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
158,3588150789,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
159,3588791831,S1G Beacon,61,34,-24,920,3,1,,,,,,,0,0
160,3589611032,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
161,3590050378,QoS Data,148,34,-30,920,2,8,1,0,0,0,0,1,720,0
163,3590060288,QoS Data,131,34,-23,920,2,8,1,0,0,0,0,1,720,0
164,3590233057,QoS Data,128,34,-30,920,2,8,1,0,0,0,0,1,720,0
165,3590235385,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
167,3590430234,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
168,3591174710,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
169,3591249439,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
170,3592068645,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
171,3592887844,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
172,3593707048,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
173,3594198745,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
174,3594526253,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
176,3595070530,QoS Data,149,34,-28,920,2,8,1,0,0,0,0,1,720,0
177,3595072944,QoS Data,149,34,-28,920,2,8,0,0,0,0,0,1,720,0
179,3595233296,QoS Data,128,34,-27,920,2,8,1,0,0,0,0,1,720,0
180,3595235622,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
181,3595238980,QoS Data,128,34,-27,920,2,8,0,0,1,0,0,1,720,0
182,3595345455,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
183,3596164661,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
184,3596983862,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
185,3597222735,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
