packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-01T14:29:37.370832000Z,S1G Beacon,129,34,-32,920,3,1,,,,,,,0,1
2,2026-06-01T14:29:38.188193000Z,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,1
3,2026-06-01T14:29:39.009201000Z,S1G Beacon,129,34,-35,920,3,1,,,,,,,0,1
4,2026-06-01T14:29:39.826649000Z,S1G Beacon,61,34,-43,920,3,1,,,,,,,0,1
5,2026-06-01T14:29:40.647651000Z,S1G Beacon,129,34,-32,920,3,1,,,,,,,0,1
6,2026-06-01T14:29:41.465087000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,1
7,2026-06-01T14:29:42.286099000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,1
8,2026-06-01T14:29:43.103521000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,1
9,2026-06-01T14:29:43.924560000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,1
10,2026-06-01T14:29:44.741975000Z,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,1
11,2026-06-01T14:29:45.563001000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,1
13,2026-06-01T14:29:46.380420000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,1
14,2026-06-01T14:29:47.201460000Z,S1G Beacon,129,34,-30,920,3,1,,,,,,,0,1
15,2026-06-01T14:29:48.018879000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,1
16,2026-06-01T14:29:48.839901000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,1
17,2026-06-01T14:29:49.657315000Z,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,1
18,2026-06-01T14:29:50.478358000Z,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,1
19,2026-06-01T14:29:51.295767000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,1
20,2026-06-01T14:29:52.116813000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,1
21,2026-06-01T14:29:52.934221000Z,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,1
22,2026-06-01T14:29:53.755259000Z,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,1
23,2026-06-01T14:29:54.173668000Z,Probe Request,81,34,-19,920,0,4,0,0,0,0,0,0,0,0
24,2026-06-01T14:29:54.180916000Z,Probe Response,193,34,-22,920,0,5,0,0,0,0,0,0,720,0
26,2026-06-01T14:29:54.572663000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,1
27,2026-06-01T14:29:55.393694000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,1
28,2026-06-01T14:29:56.211129000Z,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,1
29,2026-06-01T14:29:57.032147000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,1
30,2026-06-01T14:29:57.721618000Z,Authentication,166,34,-15,920,0,11,0,0,0,0,0,0,720,0
32,2026-06-01T14:29:57.788537000Z,Authentication,166,34,-22,920,0,11,0,0,0,0,0,0,720,0
34,2026-06-01T14:29:57.849600000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,1
35,2026-06-01T14:29:58.085167000Z,Authentication,102,34,-13,920,0,11,0,0,0,0,0,0,720,0
37,2026-06-01T14:29:58.090961000Z,Authentication,102,34,-21,920,0,11,0,0,0,0,0,0,720,0
39,2026-06-01T14:29:58.108645000Z,Association Request,155,34,-12,920,0,0,0,0,0,0,0,0,720,0
41,2026-06-01T14:29:58.118082000Z,Association Response,158,34,-22,920,0,1,0,0,0,0,0,0,720,0
43,2026-06-01T14:29:58.142211000Z,QoS Data,193,34,-22,920,2,8,0,0,0,0,0,0,720,0
45,2026-06-01T14:29:58.149032000Z,QoS Data,202,34,-18,920,2,8,1,0,0,0,0,0,720,0
47,2026-06-01T14:29:58.160316000Z,QoS Data,259,34,-21,920,2,8,0,0,0,0,0,0,720,0
49,2026-06-01T14:29:58.168924000Z,QoS Data,171,34,-19,920,2,8,1,0,0,0,0,0,720,0
51,2026-06-01T14:29:58.178947000Z,Data,84,34,-22,920,2,0,0,0,0,0,0,1,0,0
52,2026-06-01T14:29:58.193742000Z,Action,87,34,-11,920,0,13,0,0,0,0,0,1,720,0
54,2026-06-01T14:29:58.196988000Z,Action,87,34,-22,920,0,13,0,0,0,0,0,1,720,0
56,2026-06-01T14:29:58.199640000Z,QoS Data,116,34,-18,920,2,8,1,0,0,0,0,1,720,0
57,2026-06-01T14:29:58.204169000Z,Data,114,34,-25,920,2,0,0,0,0,0,0,1,0,0
58,2026-06-01T14:29:58.206055000Z,QoS Data,116,34,-18,920,2,8,1,0,0,0,0,1,720,0
59,2026-06-01T14:29:58.210582000Z,Data,114,34,-23,920,2,0,0,0,0,0,0,1,0,0
60,2026-06-01T14:29:58.213582000Z,Action,87,34,-21,920,0,13,0,0,0,0,0,1,720,0
62,2026-06-01T14:29:58.216320000Z,QoS Data,134,34,-30,920,2,8,0,0,0,0,0,1,720,0
64,2026-06-01T14:29:58.219565000Z,Action,87,34,-12,920,0,13,0,0,0,0,0,1,720,0
65,2026-06-01T14:29:58.222176000Z,QoS Data,259,34,-17,920,2,8,1,0,0,0,0,1,720,0
67,2026-06-01T14:29:58.231308000Z,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
68,2026-06-01T14:29:58.233070000Z,QoS Data,287,34,-28,920,2,8,0,0,0,0,0,1,720,0
70,2026-06-01T14:29:58.670589000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,1
71,2026-06-01T14:29:59.103682000Z,QoS Data,160,34,-20,920,2,8,1,0,0,0,0,1,720,0
73,2026-06-01T14:29:59.105820000Z,QoS Data,152,34,-22,920,2,8,1,0,0,0,0,1,720,0
75,2026-06-01T14:29:59.111506000Z,Data,158,34,-20,920,2,0,0,0,0,0,0,1,0,0
76,2026-06-01T14:29:59.116274000Z,Data,150,34,-20,920,2,0,0,0,0,0,0,1,0,0
77,2026-06-01T14:29:59.303310000Z,QoS Data,160,34,-28,920,2,8,1,0,0,0,0,1,720,0
79,2026-06-01T14:29:59.310397000Z,Data,158,34,-21,920,2,0,0,0,0,0,0,1,0,0
80,2026-06-01T14:29:59.488014000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,1
81,2026-06-01T14:30:00.103429000Z,QoS Data,144,34,-21,920,2,8,1,0,0,0,0,1,720,0
82,2026-06-01T14:30:00.108708000Z,Data,142,34,-22,920,2,0,0,0,0,0,0,1,0,0
83,2026-06-01T14:30:00.203433000Z,QoS Data,160,34,-21,920,2,8,1,0,0,0,0,1,720,0
85,2026-06-01T14:30:00.209116000Z,Data,158,34,-21,920,2,0,0,0,0,0,0,1,0,0
86,2026-06-01T14:30:00.309037000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,1
87,2026-06-01T14:30:01.126467000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,1
88,2026-06-01T14:30:01.255239000Z,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
89,2026-06-01T14:30:01.947494000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,1
90,2026-06-01T14:30:02.764924000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,1
91,2026-06-01T14:30:03.211640000Z,QoS Data,260,34,-19,920,2,8,1,0,0,0,0,1,720,0
93,2026-06-01T14:30:03.216754000Z,QoS Data,288,34,-29,920,2,8,0,0,0,0,0,1,720,0
95,2026-06-01T14:30:03.437566000Z,QoS Data,134,34,-28,920,2,8,0,0,0,0,0,1,720,0
97,2026-06-01T14:30:03.441621000Z,QoS Data,116,34,-20,920,2,8,1,0,0,0,0,1,720,0
99,2026-06-01T14:30:03.585940000Z,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,1
100,2026-06-01T14:30:04.102949000Z,QoS Data,144,34,-19,920,2,8,1,0,0,0,0,1,720,0
101,2026-06-01T14:30:04.108229000Z,Data,142,34,-22,920,2,0,0,0,0,0,0,1,0,0
102,2026-06-01T14:30:04.279307000Z,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
103,2026-06-01T14:30:04.403359000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,1
104,2026-06-01T14:30:05.224403000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,1
105,2026-06-01T14:30:06.041810000Z,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,1
