packet_number,tsft,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
4,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
5,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
6,,S1G Beacon,129,34,-11,920,3,1,,,,,,,0,1
7,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,0
17,,S1G Beacon,61,34,-9,920,3,1,,,,,,,0,1
19,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,0
21,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
22,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
23,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,0
24,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
26,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,0
27,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
28,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
30,,S1G Beacon,129,34,-9,920,3,1,,,,,,,0,1
31,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,0
41,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
42,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,0
43,,S1G Beacon,129,34,-9,920,3,1,,,,,,,0,1
44,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,0
45,,S1G Beacon,61,34,-9,920,3,1,,,,,,,0,1
46,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,0
47,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
48,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,0
49,,S1G Beacon,61,34,-12,920,3,1,,,,,,,0,1
50,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,0
51,,S1G Beacon,129,34,-11,920,3,1,,,,,,,0,1
60,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
71,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
73,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,0
74,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
75,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,0
76,,S1G Beacon,61,34,-9,920,3,1,,,,,,,0,1
77,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
78,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
79,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,0
81,,S1G Beacon,61,34,-10,920,3,1,,,,,,,0,1
82,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
83,,S1G Beacon,129,34,-10,920,3,1,,,,,,,0,1
84,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,0
92,,S1G Beacon,61,34,-11,920,3,1,,,,,,,0,1
100,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
105,,S1G Beacon,129,34,-12,920,3,1,,,,,,,0,1
111,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,0
113,,S1G Beacon,61,34,-11,920,3,1,,,,,,,0,1
114,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,0
115,,S1G Beacon,129,34,-11,920,3,1,,,,,,,0,1
116,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,0
117,,S1G Beacon,61,34,-11,920,3,1,,,,,,,0,1
119,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
