packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-26T09:41:06.689934000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
2,2026-06-26T09:41:06.697320000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
3,2026-06-26T09:41:07.514765000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
5,2026-06-26T09:41:08.335776000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
6,2026-06-26T09:41:08.515214000Z,QoS Data,144,34,-30,920,2,8,1,0,0,0,0,1,720,0
8,2026-06-26T09:41:08.520493000Z,Data,142,34,-20,920,2,0,0,0,0,0,0,1,0,0
9,2026-06-26T09:41:09.119260000Z,QoS Data,149,34,-29,920,2,8,1,0,0,0,0,1,720,0
11,2026-06-26T09:41:09.121725000Z,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
13,2026-06-26T09:41:09.127012000Z,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
15,2026-06-26T09:41:09.129183000Z,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
17,2026-06-26T09:41:09.153192000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
18,2026-06-26T09:41:09.285405000Z,QoS Data,128,34,-28,920,2,8,1,0,0,0,0,1,720,0
20,2026-06-26T09:41:09.287880000Z,QoS Data,128,34,-31,920,2,8,0,0,0,0,0,1,720,0
22,2026-06-26T09:41:09.713915000Z,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
23,2026-06-26T09:41:09.974252000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
24,2026-06-26T09:41:10.791668000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
25,2026-06-26T09:41:11.612695000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
26,2026-06-26T09:41:12.430132000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
27,2026-06-26T09:41:12.515209000Z,QoS Data,144,34,-28,920,2,8,1,0,0,0,0,1,720,0
29,2026-06-26T09:41:12.520486000Z,Data,142,34,-18,920,2,0,0,0,0,0,0,1,0,0
30,2026-06-26T09:41:12.737998000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
31,2026-06-26T09:41:13.251126000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
32,2026-06-26T09:41:14.068554000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
33,2026-06-26T09:41:14.072841000Z,Data,132,34,-17,920,2,0,0,0,0,0,0,1,0,0
34,2026-06-26T09:41:14.141255000Z,QoS Data,149,34,-27,920,2,8,1,0,0,0,0,1,720,0
37,2026-06-26T09:41:14.148900000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
40,2026-06-26T09:41:14.285331000Z,QoS Data,128,34,-21,920,2,8,1,0,0,0,0,1,720,0
44,2026-06-26T09:41:14.889581000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
45,2026-06-26T09:41:15.707009000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
46,2026-06-26T09:41:16.376236000Z,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
47,2026-06-26T09:41:16.528039000Z,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
48,2026-06-26T09:41:17.345451000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
49,2026-06-26T09:41:17.876518000Z,Data,132,34,-20,920,2,0,0,0,0,0,0,1,0,0
50,2026-06-26T09:41:18.166488000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
51,2026-06-26T09:41:18.786200000Z,Data,287,34,-34,920,2,0,0,0,0,0,0,1,0,0
52,2026-06-26T09:41:18.983907000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
53,2026-06-26T09:41:19.163396000Z,QoS Data,149,34,-21,920,2,8,1,0,0,0,0,1,720,0
55,2026-06-26T09:41:19.170734000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
57,2026-06-26T09:41:19.173165000Z,QoS Data,131,34,-29,920,2,8,0,0,0,0,0,1,720,0
59,2026-06-26T09:41:19.285388000Z,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
61,2026-06-26T09:41:19.287595000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
63,2026-06-26T09:41:19.804936000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
64,2026-06-26T09:41:20.376053000Z,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
65,2026-06-26T09:41:20.622352000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
66,2026-06-26T09:41:21.443393000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
67,2026-06-26T09:41:21.810289000Z,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
68,2026-06-26T09:41:22.260798000Z,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
69,2026-06-26T09:41:22.285060000Z,Data,378,34,-17,920,2,0,0,0,0,0,0,1,0,0
70,2026-06-26T09:41:22.389098000Z,Data,387,34,-16,920,2,0,0,0,0,0,0,1,0,0
71,2026-06-26T09:41:22.494688000Z,Data,450,34,-16,920,2,0,0,0,0,0,0,1,0,0
72,2026-06-26T09:41:22.598508000Z,Data,442,34,-27,920,2,0,0,0,0,0,0,1,0,0
73,2026-06-26T09:41:22.701088000Z,Data,387,34,-29,920,2,0,0,0,0,0,0,1,0,0
74,2026-06-26T09:41:22.806046000Z,Data,426,34,-22,920,2,0,0,0,0,0,0,1,0,0
75,2026-06-26T09:41:22.910954000Z,Data,458,34,-21,920,2,0,0,0,0,0,0,1,0,0
