packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2,18181448328,QoS Data,148,34,-12,920,2,8,1,0,0,0,0,1,720,0
8,18181509488,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
11,18181519087,Data,243,34,-16,920,2,0,0,0,0,0,0,1,0,0
12,18181526337,Data,263,34,-16,920,2,0,0,0,0,0,0,1,0,0
13,18181810644,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
14,18182519289,Data,243,34,-16,920,2,0,0,0,0,0,0,1,0,0
15,18182526539,Data,263,34,-17,920,2,0,0,0,0,0,0,1,0,0
16,18182629849,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
17,18183449051,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
18,18183520532,Data,243,34,-16,920,2,0,0,0,0,0,0,1,0,0
19,18183527782,Data,263,34,-16,920,2,0,0,0,0,0,0,1,0,0
20,18183943502,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
21,18184268253,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
22,18184519487,Data,258,34,-17,920,2,0,0,0,0,0,0,1,0,0
23,18184527137,Data,278,34,-16,920,2,0,0,0,0,0,0,1,0,0
24,18185087459,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
25,18185519247,Data,258,34,-16,920,2,0,0,0,0,0,0,1,0,0
26,18185526897,Data,278,34,-17,920,2,0,0,0,0,0,0,1,0,0
27,18185906663,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
28,18186472271,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
33,18186509739,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
36,18186519999,Data,243,34,-17,920,2,0,0,0,0,0,0,1,0,0
37,18186527248,Data,263,34,-17,920,2,0,0,0,0,0,0,1,0,0
38,18186725864,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
39,18186967560,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
40,18187520031,Data,243,34,-17,920,2,0,0,0,0,0,0,1,0,0
41,18187527283,Data,263,34,-16,920,2,0,0,0,0,0,0,1,0,0
42,18187545067,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
43,18188364272,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
44,18188518823,Data,312,34,-17,920,2,0,0,0,0,0,0,1,0,0
45,18188527912,Data,332,34,-18,920,2,0,0,0,0,0,0,1,0,0
46,18189183473,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
47,18189991534,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
48,18190002677,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
49,18190821881,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
54,18191641085,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
55,18191759560,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
58,18192460289,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
59,18193015538,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
60,18193279490,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
61,18194098694,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
62,18194495764,Data,378,34,-16,920,2,0,0,0,0,0,0,1,0,0
63,18194599481,Data,387,34,-16,920,2,0,0,0,0,0,0,1,0,0
64,18194703499,Data,450,34,-17,920,2,0,0,0,0,0,0,1,0,0
65,18194807560,Data,442,34,-16,920,2,0,0,0,0,0,0,1,0,0
66,18194917898,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
67,18194920308,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
68,18195015516,Data,426,34,-17,920,2,0,0,0,0,0,0,1,0,0
69,18195119547,Data,458,34,-16,920,2,0,0,0,0,0,0,1,0,0
70,18195223724,Data,387,34,-15,920,2,0,0,0,0,0,0,1,0,0
71,18195327655,Data,446,34,-16,920,2,0,0,0,0,0,0,1,0,0
72,18195431568,Data,440,34,-16,920,2,0,0,0,0,0,0,1,0,0
73,18195535665,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
74,18195639537,Data,442,34,-16,920,2,0,0,0,0,0,0,1,0,0
75,18195737099,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
76,18195743601,Data,452,34,-16,920,2,0,0,0,0,0,0,1,0,0
77,18196039695,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
78,18196520818,QoS Data,149,34,-13,920,2,8,1,0,0,0,0,1,720,0
80,18196523775,QoS Data,149,34,-22,920,2,8,0,0,0,0,0,1,720,0
82,18196527533,QoS Data,149,34,-22,920,2,8,0,0,1,0,0,1,720,0
86,18196556302,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
87,18196759021,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
90,18197375505,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
91,18198194710,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
92,18199013914,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
93,18199063568,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
94,18199833116,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
95,18200652320,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
96,18201471521,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
98,18201544704,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
101,18201550538,QoS Data,149,34,-20,920,2,8,0,0,1,0,0,1,720,0
103,18201557767,RTS,54,34,-17,920,1,11,,,,0,0,0,2416,0
106,18201759301,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
109,18202087692,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
110,18202290727,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
111,18203109931,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
112,18203929131,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
113,18204748336,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
114,18205111544,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
115,18205567538,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
116,18206386740,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
117,18206573545,QoS Data,149,34,-12,920,2,8,1,0,0,0,0,1,720,0
119,18206576659,QoS Data,149,34,-19,920,2,8,0,0,0,0,0,1,720,0
121,18206584785,QoS Data,131,34,-19,920,2,8,0,0,0,0,0,1,720,0
123,18206758764,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
125,18206761733,QoS Data,128,34,-20,920,2,8,0,0,0,0,0,1,720,0
126,18207205946,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
