packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,13738451521,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
2,13738599176,Data,158,34,-15,920,2,0,0,0,0,0,0,1,0,0
3,13738649890,Data,287,34,-14,920,2,0,0,0,0,0,0,1,0,0
4,13738688558,Data,243,34,-14,920,2,0,0,0,0,0,0,1,0,0
5,13738695809,Data,263,34,-14,920,2,0,0,0,0,0,0,1,0,0
6,13739270727,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
7,13739688439,Data,243,34,-14,920,2,0,0,0,0,0,0,1,0,0
8,13739695693,Data,263,34,-14,920,2,0,0,0,0,0,0,1,0,0
9,13740089931,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
11,13740688016,Data,243,34,-14,920,2,0,0,0,0,0,0,1,0,0
12,13740695266,Data,263,34,-14,920,2,0,0,0,0,0,0,1,0,0
13,13740909134,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
16,13741010134,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
19,13741019914,QoS Data,131,34,-28,920,2,8,1,0,0,0,0,1,720,0
21,13741022136,QoS Data,131,34,-18,920,2,8,0,0,0,0,0,1,720,0
23,13741108704,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
25,13741111624,QoS Data,128,34,-19,920,2,8,0,0,0,0,0,1,720,0
27,13741673876,Data,287,34,-14,920,2,0,0,0,0,0,0,1,0,0
28,13741688334,Data,243,34,-15,920,2,0,0,0,0,0,0,1,0,0
29,13741695584,Data,263,34,-13,920,2,0,0,0,0,0,0,1,0,0
30,13741728336,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
32,13742482169,Data,378,34,-15,920,2,0,0,0,0,0,0,1,0,0
33,13742547538,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
34,13742585803,Data,387,34,-14,920,2,0,0,0,0,0,0,1,0,0
35,13742687763,Data,258,34,-15,920,2,0,0,0,0,0,0,1,0,0
36,13742695416,Data,278,34,-15,920,2,0,0,0,0,0,0,1,0,0
37,13742703588,Data,450,34,-14,920,2,0,0,0,0,0,0,1,0,0
38,13742793840,Data,442,34,-15,920,2,0,0,0,0,0,0,1,0,0
39,13742897983,Data,387,34,-15,920,2,0,0,0,0,0,0,1,0,0
40,13743001839,Data,426,34,-14,920,2,0,0,0,0,0,0,1,0,0
41,13743105896,Data,458,34,-13,920,2,0,0,0,0,0,0,1,0,0
42,13743209962,Data,387,34,-13,920,2,0,0,0,0,0,0,1,0,0
43,13743313883,Data,446,34,-14,920,2,0,0,0,0,0,0,1,0,0
44,13743366743,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
45,13743417983,Data,440,34,-15,920,2,0,0,0,0,0,0,1,0,0
46,13743521974,Data,387,34,-14,920,2,0,0,0,0,0,0,1,0,0
47,13743625809,Data,442,34,-13,920,2,0,0,0,0,0,0,1,0,0
48,13743687679,Data,258,34,-14,920,2,0,0,0,0,0,0,1,0,0
49,13743695331,Data,278,34,-15,920,2,0,0,0,0,0,0,1,0,0
50,13743730044,Data,452,34,-14,920,2,0,0,0,0,0,0,1,0,0
51,13744185945,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
52,13744687960,Data,312,34,-13,920,2,0,0,0,0,0,0,1,0,0
53,13744697053,Data,332,34,-13,920,2,0,0,0,0,0,0,1,0,0
54,13744706666,Data,287,34,-13,920,2,0,0,0,0,0,0,1,0,0
55,13745005149,S1G Beacon,61,34,-14,920,3,1,,,,,,,0,0
57,13745824352,S1G Beacon,129,34,-13,920,3,1,,,,,,,0,0
58,13746034691,QoS Data,148,34,-11,920,2,8,1,0,0,0,0,1,720,0
60,13746037599,QoS Data,148,34,-18,920,2,8,0,0,0,0,0,1,720,0
63,13746045757,QoS Data,131,34,-18,920,2,8,0,0,0,0,0,1,720,0
65,13746108611,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
67,13746111268,QoS Data,128,34,-18,920,2,8,0,0,0,0,0,1,720,0
69,13746643555,S1G Beacon,61,34,-13,920,3,1,,,,,,,0,0
70,13747462761,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
71,13747721900,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
72,13748281964,S1G Beacon,61,34,-14,920,3,1,,,,,,,0,0
73,13749101168,S1G Beacon,129,34,-13,920,3,1,,,,,,,0,0
74,13749920369,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
75,13750115634,Data,132,34,-16,920,2,0,0,0,0,0,0,1,0,0
76,13750739572,S1G Beacon,129,34,-13,920,3,1,,,,,,,0,0
77,13750745862,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
78,13751058891,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
80,13751062058,QoS Data,149,34,-17,920,2,8,0,0,0,0,0,1,720,0
82,13751067681,QoS Data,131,34,-28,920,2,8,1,0,0,0,0,1,720,0
84,13751070060,QoS Data,131,34,-18,920,2,8,0,0,0,0,0,1,720,0
86,13751108475,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
88,13751111287,QoS Data,128,34,-18,920,2,8,0,0,0,0,0,1,720,0
89,13751558775,S1G Beacon,61,34,-14,920,3,1,,,,,,,0,0
90,13752377979,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
91,13753197185,S1G Beacon,61,34,-13,920,3,1,,,,,,,0,0
92,13753769887,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
93,13754016386,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
94,13754269887,Data,132,34,-16,920,2,0,0,0,0,0,0,1,0,0
95,13754616196,Data,132,34,-15,920,2,0,0,0,0,0,0,1,0,0
96,13754835799,S1G Beacon,61,34,-13,920,3,1,,,,,,,0,0
97,13755545270,Data,390,34,-16,920,2,0,0,0,0,0,0,1,0,0
98,13755556440,Data,399,34,-16,920,2,0,0,0,0,0,0,1,0,0
99,13755567851,Data,399,34,-15,920,2,0,0,0,0,0,0,1,0,0
