packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-29T17:19:20.506609000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
2,2026-06-29T17:19:20.967547000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
3,2026-06-29T17:19:21.232234000Z,Data,132,34,-18,920,2,0,0,0,0,0,0,1,0,0
4,2026-06-29T17:19:21.784954000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
5,2026-06-29T17:19:22.605992000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
6,2026-06-29T17:19:23.423411000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
7,2026-06-29T17:19:23.530320000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
8,2026-06-29T17:19:24.244431000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
9,2026-06-29T17:19:24.263366000Z,QoS Data,149,34,-13,920,2,8,1,0,0,0,0,1,720,0
11,2026-06-29T17:19:24.266192000Z,QoS Data,149,34,-26,920,2,8,0,0,0,0,0,1,720,0
13,2026-06-29T17:19:24.271991000Z,QoS Data,131,34,-13,920,2,8,1,0,0,0,0,1,720,0
16,2026-06-29T17:19:24.452520000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
19,2026-06-29T17:19:25.061859000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
20,2026-06-29T17:19:25.882884000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
21,2026-06-29T17:19:26.554412000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
22,2026-06-29T17:19:26.700305000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
23,2026-06-29T17:19:29.159792000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
24,2026-06-29T17:19:29.288853000Z,QoS Data,148,34,-12,920,2,8,1,0,0,0,0,1,720,0
27,2026-06-29T17:19:29.297609000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
30,2026-06-29T17:19:29.452461000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
