packet_number,tsft,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
2,,S1G Beacon,129,34,-56,920,3,1,,,,,,,0,1
3,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
4,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
6,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
16,,S1G Beacon,129,34,-57,920,3,1,,,,,,,0,1
17,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
18,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
19,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
20,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
21,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
32,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
33,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
34,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
35,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
36,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
37,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
38,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
39,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,0
41,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
42,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
43,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
44,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
57,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
58,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
59,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
61,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
62,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
63,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
64,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
65,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
67,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
69,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
71,,S1G Beacon,129,34,-57,920,3,1,,,,,,,0,1
73,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
88,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
93,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
104,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
105,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
106,,S1G Beacon,61,34,-56,920,3,1,,,,,,,0,1
107,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
109,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
110,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
111,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
112,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,0
113,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,1
114,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
122,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,1
123,,RTS,54,34,0,920,1,11,,,,0,0,0,2416,0
125,,RTS,54,34,0,920,1,11,,,,0,0,0,2416,0
127,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
129,,RTS,54,34,-1,920,1,11,,,,0,0,0,2488,0
131,,RTS,54,34,0,920,1,11,,,,0,0,0,2668,0
133,,RTS,54,34,0,920,1,11,,,,0,0,0,2668,0
139,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
140,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
141,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
142,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
143,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
144,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
145,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
147,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
148,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,0
149,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
150,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
153,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
161,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
162,,S1G Beacon,129,34,-57,920,3,1,,,,,,,0,1
164,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
165,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
166,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
167,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
169,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
170,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
171,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
173,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
174,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
181,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
185,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
186,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
188,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,1
189,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
191,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
192,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
193,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
194,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
195,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
196,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
197,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
205,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
210,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
214,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
220,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
224,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
227,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
228,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
229,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
230,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
233,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
234,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
235,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
236,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
244,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
245,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
247,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
249,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
250,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
251,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
252,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
253,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
254,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
255,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
257,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
269,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
270,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
272,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
273,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
275,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
276,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
278,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
279,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
280,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
281,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
283,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
284,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
296,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
297,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
298,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
299,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
300,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
301,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
302,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
304,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
305,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
307,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
308,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
319,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
320,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
321,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
322,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
330,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
335,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
338,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
339,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
340,,S1G Beacon,129,34,-57,920,3,1,,,,,,,0,0
342,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
343,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
344,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
346,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
348,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
350,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
352,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
354,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
358,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
370,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
372,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
373,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
374,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
375,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
377,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
