packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-27T17:53:32.554199000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
2,2026-06-27T17:53:33.371585000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
3,2026-06-27T17:53:33.600155000Z,QoS Data,149,34,-12,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-27T17:53:33.608759000Z,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
10,2026-06-27T17:53:33.667598000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
13,2026-06-27T17:53:33.985878000Z,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-27T17:53:34.192593000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
15,2026-06-27T17:53:35.010028000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
16,2026-06-27T17:53:35.831110000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
17,2026-06-27T17:53:36.648480000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
18,2026-06-27T17:53:37.009729000Z,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
19,2026-06-27T17:53:37.469517000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
20,2026-06-27T17:53:38.286940000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
21,2026-06-27T17:53:38.624546000Z,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
25,2026-06-27T17:53:38.639203000Z,QoS Data,131,34,-25,920,2,8,0,0,1,0,0,1,720,0
27,2026-06-27T17:53:38.668014000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
30,2026-06-27T17:53:39.107954000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
31,2026-06-27T17:53:39.925384000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
32,2026-06-27T17:53:40.033858000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
33,2026-06-27T17:53:40.746407000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
