host_timestamp,local_time,esp32_uptime_us,cpu_used_pct,ram_used_pct,throughput_bps,tcp_disconnects,rssi
1783520744.1284945,2026-07-08 16:25:44,838316367,0.89,18.35,4.8,0,-33
1783520749.1408384,2026-07-08 16:25:49,843316367,0.96,18.35,4.8,0,-34
1783520754.142522,2026-07-08 16:25:54,848316367,0.99,18.35,4.8,0,-34
1783520759.1454978,2026-07-08 16:25:59,853316367,1.26,18.35,4.8,0,-34
1783520764.1472073,2026-07-08 16:26:04,858316367,0.97,18.35,4.8,0,-34
1783520769.135349,2026-07-08 16:26:09,863316367,0.97,18.35,4.8,0,-34
1783520774.1393018,2026-07-08 16:26:14,868316367,0.94,18.35,4.8,0,-32
1783520779.1537142,2026-07-08 16:26:19,873316367,1.27,18.4,4.8,0,-34
1783520784.1525743,2026-07-08 16:26:24,878316367,1.03,18.4,4.8,0,-33
1783520789.1490307,2026-07-08 16:26:29,883316367,1.01,18.4,4.8,0,-34
