packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,536438845,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
2,536502199,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
3,536924167,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
4,537258048,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
5,538077253,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
6,538896458,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
7,539715663,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,0
8,539815936,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
10,539818682,QoS Data,148,34,-31,920,2,8,0,0,0,0,0,1,720,0
12,539825725,QoS Data,131,34,-13,920,2,8,1,0,0,0,0,1,720,0
14,539827739,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
16,539948211,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
17,540008784,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
18,540016074,RTS,54,34,-9,920,1,11,,,,0,0,0,2560,0
20,540019857,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
22,540080386,Data,378,34,-19,920,2,0,0,0,0,0,0,1,0,0
23,540184122,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
24,540288086,Data,450,34,-20,920,2,0,0,0,0,0,0,1,0,0
25,540392224,Data,442,34,-20,920,2,0,0,0,0,0,0,1,0,0
26,540496243,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
27,540534868,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
28,540600178,Data,426,34,-21,920,2,0,0,0,0,0,0,1,0,0
29,540704465,Data,458,34,-19,920,2,0,0,0,0,0,0,1,0,0
30,540808279,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
31,540912192,Data,446,34,-16,920,2,0,0,0,0,0,0,1,0,0
32,541016196,Data,440,34,-16,920,2,0,0,0,0,0,0,1,0,0
33,541120225,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
34,541328180,Data,452,34,-21,920,2,0,0,0,0,0,0,1,0,0
35,542173278,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
36,542972199,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
37,542992480,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
38,543811686,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
39,544630890,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
40,544835790,QoS Data,148,34,-18,920,2,8,1,0,0,0,0,1,720,0
43,544845681,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
46,545008763,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
47,545011437,QoS Data,128,34,-25,920,2,8,0,0,0,0,0,1,720,0
49,545450096,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
50,545996208,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
51,546269300,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
52,547088502,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
53,547907709,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
54,548726914,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
55,549020147,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
56,549546118,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
57,549860733,QoS Data,148,34,-20,920,2,8,1,0,1,0,0,1,720,0
59,549863533,QoS Data,148,34,-27,920,2,8,0,0,0,0,0,1,720,0
61,549870836,QoS Data,131,34,-22,920,2,8,1,0,0,0,0,1,720,0
63,549873475,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
65,550008724,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
66,550011564,QoS Data,128,34,-20,920,2,8,1,0,1,0,0,1,720,0
68,550014293,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
70,550365323,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
72,551184526,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
73,552003733,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
74,552044310,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
75,552822938,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
76,553642140,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
77,554461344,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
78,554885790,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
80,554887965,QoS Data,149,34,-28,920,2,8,0,0,0,0,0,1,720,0
82,554895165,QoS Data,131,34,-22,920,2,8,1,0,0,0,0,1,720,0
84,554897284,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
86,555008525,QoS Data,128,34,-21,920,2,8,1,0,0,0,0,1,720,0
88,555010888,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
90,555068233,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
91,555280552,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
92,556099754,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
94,556918960,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
95,557738163,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
96,558092419,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
97,558557369,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
98,559376571,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
99,559906006,QoS Data,149,34,-20,920,2,8,1,0,0,0,0,1,720,0
102,559915742,QoS Data,131,34,-21,920,2,8,1,0,0,0,0,1,720,0
104,559918121,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
106,560009547,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
108,560012067,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
110,560195777,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
111,561014981,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
112,561080913,Data,378,34,-20,920,2,0,0,0,0,0,0,1,0,0
113,561116251,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
114,561184203,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
115,561288285,Data,450,34,-19,920,2,0,0,0,0,0,0,1,0,0
116,561392357,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
117,561496393,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
118,561600233,Data,426,34,-19,920,2,0,0,0,0,0,0,1,0,0
119,561704300,Data,458,34,-19,920,2,0,0,0,0,0,0,1,0,0
120,561808523,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
121,561834188,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
122,561912456,Data,446,34,-19,920,2,0,0,0,0,0,0,1,0,0
123,562016317,Data,440,34,-19,920,2,0,0,0,0,0,0,1,0,0
124,562120347,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
125,562224203,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
126,562328479,Data,452,34,-19,920,2,0,0,0,0,0,0,1,0,0
127,562653391,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
128,563472597,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
129,564140930,Data,287,34,-28,920,2,0,0,0,0,0,0,1,0,0
130,564291800,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,0
131,564929583,QoS Data,148,34,-17,920,2,8,1,0,0,0,0,1,720,0
133,564932068,QoS Data,148,34,-33,920,2,8,0,0,0,0,0,1,720,0
134,564936052,QoS Data,148,34,-34,920,2,8,0,0,1,0,0,1,720,0
136,564943510,QoS Data,131,34,-20,920,2,8,1,0,0,0,0,1,720,0
138,564946101,QoS Data,131,34,-34,920,2,8,0,0,0,0,0,1,720,0
140,565008305,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
142,565010357,QoS Data,128,34,-32,920,2,8,0,0,0,0,0,1,720,0
144,565111003,S1G Beacon,129,34,-28,920,3,1,,,,,,,0,0
145,565930208,S1G Beacon,61,34,-27,920,3,1,,,,,,,0,0
146,566749414,S1G Beacon,129,34,-46,920,3,1,,,,,,,0,0
147,567164308,Data,287,34,-28,920,2,0,0,0,0,0,0,1,0,0
148,567568616,S1G Beacon,61,34,-29,920,3,1,,,,,,,0,0
149,568387822,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
150,569207026,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,0
151,569955553,QoS Data,149,34,-18,920,2,8,1,0,0,0,0,1,720,0
153,569958299,QoS Data,149,34,-30,920,2,8,0,0,0,0,0,1,720,0
155,569965536,QoS Data,131,34,-27,920,2,8,1,0,0,0,0,1,720,0
158,570008157,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
160,570026233,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
161,570188297,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
162,570845436,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
163,571664692,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
164,572483844,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
165,573212361,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
166,573303049,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
167,574122254,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
168,574941458,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
169,574976505,QoS Data,149,34,-18,920,2,8,1,0,0,0,0,1,720,0
172,574987337,QoS Data,131,34,-27,920,2,8,1,0,0,0,0,1,720,0
175,575008111,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
178,575760662,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
179,576236342,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
180,576579867,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
181,577399073,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
182,578218277,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
183,579037482,S1G Beacon,61,34,-34,920,3,1,,,,,,,0,0
184,579260330,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
185,579856687,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
186,579995265,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
188,579998119,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
190,580004744,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
192,580006814,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
194,580257392,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
195,580265046,RTS,54,34,-15,920,1,11,,,,0,0,0,2560,0
196,580266670,QoS Data,128,34,-17,920,2,8,1,0,1,0,0,1,720,0
199,580675892,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
200,581495096,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
201,581798585,Data,132,34,-28,920,2,0,0,0,0,0,0,1,0,0
202,582080803,Data,378,34,-29,920,2,0,0,0,0,0,0,1,0,0
203,582184372,Data,387,34,-27,920,2,0,0,0,0,0,0,1,0,0
204,582284509,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
205,582292918,Data,450,34,-27,920,2,0,0,0,0,0,0,1,0,0
206,582314299,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
207,582392475,Data,442,34,-22,920,2,0,0,0,0,0,0,1,0,0
208,582496497,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
209,582600500,Data,426,34,-22,920,2,0,0,0,0,0,0,1,0,0
210,582704412,Data,458,34,-21,920,2,0,0,0,0,0,0,1,0,0
211,582808503,Data,387,34,-26,920,2,0,0,0,0,0,0,1,0,0
212,582912397,Data,446,34,-28,920,2,0,0,0,0,0,0,1,0,0
213,583016516,Data,440,34,-32,920,2,0,0,0,0,0,0,1,0,0
214,583120651,Data,387,34,-29,920,2,0,0,0,0,0,0,1,0,0
215,583133504,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
216,583224464,Data,442,34,-28,920,2,0,0,0,0,0,0,1,0,0
217,583328402,Data,452,34,-28,920,2,0,0,0,0,0,0,1,0,0
218,583952710,S1G Beacon,61,34,-32,920,3,1,,,,,,,0,0
219,584771912,S1G Beacon,129,34,-39,920,3,1,,,,,,,0,0
220,585014854,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
222,585017600,QoS Data,149,34,-42,920,2,8,0,0,0,0,0,1,720,0
224,585024280,QoS Data,131,34,-23,920,2,8,1,0,0,0,0,1,720,0
226,585026606,QoS Data,131,34,-42,920,2,8,0,0,0,0,0,1,720,0
228,585260416,QoS Data,128,34,-19,920,2,8,1,0,1,0,0,1,720,0
229,585262891,RTS,54,34,-15,920,1,11,,,,0,0,0,2560,0
231,585264515,QoS Data,128,34,-18,920,2,8,1,0,1,0,0,1,720,0
234,585308686,Data,287,34,-36,920,2,0,0,0,0,0,0,1,0,0
235,585591117,S1G Beacon,61,34,-35,920,3,1,,,,,,,0,0
237,586410322,S1G Beacon,129,34,-36,920,3,1,,,,,,,0,0
238,587229528,S1G Beacon,61,34,-36,920,3,1,,,,,,,0,0
239,588048730,S1G Beacon,129,34,-35,920,3,1,,,,,,,0,0
240,588332504,Data,287,34,-36,920,2,0,0,0,0,0,0,1,0,0
242,588867938,S1G Beacon,61,34,-36,920,3,1,,,,,,,0,0
243,589687139,S1G Beacon,129,34,-39,920,3,1,,,,,,,0,0
245,590040444,QoS Data,149,34,-18,920,2,8,1,0,1,0,0,1,720,0
247,590042773,QoS Data,149,34,-43,920,2,8,0,0,0,0,0,1,720,0
249,590049452,QoS Data,131,34,-28,920,2,8,1,0,0,0,0,1,720,0
251,590051829,QoS Data,131,34,-42,920,2,8,0,0,0,0,0,1,720,0
