packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-29T14:42:01.477997000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
2,2026-06-29T14:42:01.943928000Z,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
3,2026-06-29T14:42:02.295406000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
4,2026-06-29T14:42:02.717573000Z,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-29T14:42:02.719868000Z,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
8,2026-06-29T14:42:02.726118000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
10,2026-06-29T14:42:02.728740000Z,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
12,2026-06-29T14:42:02.797701000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
13,2026-06-29T14:42:02.800183000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
15,2026-06-29T14:42:03.116425000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
16,2026-06-29T14:42:03.933861000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
17,2026-06-29T14:42:07.222681000Z,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
18,2026-06-29T14:42:07.747717000Z,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
19,2026-06-29T14:42:07.750181000Z,QoS Data,149,34,-26,920,2,8,0,0,0,0,0,1,720,0
21,2026-06-29T14:42:07.756791000Z,QoS Data,131,34,-11,920,2,8,1,0,0,0,0,1,720,0
22,2026-06-29T14:42:07.759891000Z,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
24,2026-06-29T14:42:07.798744000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
26,2026-06-29T14:42:07.991946000Z,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
27,2026-06-29T14:42:08.056173000Z,Data,440,34,-21,920,2,0,0,0,0,0,0,1,0,0
28,2026-06-29T14:42:12.773279000Z,QoS Data,148,34,-12,920,2,8,1,0,0,0,0,1,720,0
30,2026-06-29T14:42:12.775886000Z,QoS Data,148,34,-28,920,2,8,0,0,0,0,0,1,720,0
32,2026-06-29T14:42:12.782609000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
36,2026-06-29T14:42:12.801297000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
38,2026-06-29T14:42:12.947136000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
39,2026-06-29T14:42:13.564324000Z,Data,132,34,-20,920,2,0,0,0,0,0,0,1,0,0
40,2026-06-29T14:42:14.585587000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
41,2026-06-29T14:42:16.224043000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
