packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2,2026-06-23T15:34:02.842497000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
3,2026-06-23T15:34:03.019840000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
4,2026-06-23T15:34:03.837276000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
5,2026-06-23T15:34:04.658312000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
6,2026-06-23T15:34:05.475719000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
7,2026-06-23T15:34:05.525321000Z,Data,378,34,-18,920,2,0,0,0,0,0,0,1,0,0
8,2026-06-23T15:34:05.629277000Z,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
9,2026-06-23T15:34:05.734899000Z,Data,450,34,-17,920,2,0,0,0,0,0,0,1,0,0
10,2026-06-23T15:34:05.838950000Z,Data,442,34,-18,920,2,0,0,0,0,0,0,1,0,0
11,2026-06-23T15:34:05.866574000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
12,2026-06-23T15:34:05.942763000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
13,2026-06-23T15:34:06.046259000Z,Data,426,34,-17,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-23T15:34:06.151228000Z,Data,458,34,-17,920,2,0,0,0,0,0,0,1,0,0
15,2026-06-23T15:34:06.253361000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
16,2026-06-23T15:34:06.296740000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
17,2026-06-23T15:34:06.358793000Z,Data,446,34,-18,920,2,0,0,0,0,0,0,1,0,0
18,2026-06-23T15:34:06.462772000Z,Data,440,34,-17,920,2,0,0,0,0,0,0,1,0,0
19,2026-06-23T15:34:06.565360000Z,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
20,2026-06-23T15:34:06.602999000Z,QoS Data,149,34,-32,920,2,8,1,0,0,0,0,1,720,0
23,2026-06-23T15:34:06.611131000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
26,2026-06-23T15:34:06.670752000Z,Data,442,34,-18,920,2,0,0,0,0,0,0,1,0,0
27,2026-06-23T15:34:06.708399000Z,QoS Data,128,34,-32,920,2,8,1,0,0,0,0,1,720,0
30,2026-06-23T15:34:06.775133000Z,Data,452,34,-17,920,2,0,0,0,0,0,0,1,0,0
31,2026-06-23T15:34:07.114325000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
32,2026-06-23T15:34:07.594955000Z,QoS Data,88,34,-30,920,2,8,1,0,0,0,0,1,720,0
34,2026-06-23T15:34:07.935192000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
36,2026-06-23T15:34:08.359156000Z,Data,159,34,-16,920,2,0,0,0,0,0,0,1,0,0
37,2026-06-23T15:34:08.364690000Z,Data,179,34,-17,920,2,0,0,0,0,0,0,1,0,0
38,2026-06-23T15:34:08.752631000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
39,2026-06-23T15:34:08.759764000Z,Data,239,34,-19,920,2,0,0,0,0,0,0,1,0,0
40,2026-06-23T15:34:08.764038000Z,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
41,2026-06-23T15:34:08.890668000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
42,2026-06-23T15:34:09.573645000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
43,2026-06-23T15:34:10.391082000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
45,2026-06-23T15:34:11.212090000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
46,2026-06-23T15:34:11.626680000Z,QoS Data,148,34,-15,920,2,8,1,0,0,0,0,1,720,0
48,2026-06-23T15:34:11.632879000Z,QoS Data,148,34,-22,920,2,8,0,0,1,0,0,1,720,0
50,2026-06-23T15:34:11.641926000Z,QoS Data,131,34,-11,920,2,8,1,0,0,0,0,1,720,0
53,2026-06-23T15:34:11.709343000Z,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
56,2026-06-23T15:34:11.914871000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
