packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-26T11:16:13.536936000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
2,2026-06-26T11:16:13.809192000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
3,2026-06-26T11:16:13.843582000Z,Data,378,34,-18,920,2,0,0,0,0,0,0,1,0,0
4,2026-06-26T11:16:13.947507000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
5,2026-06-26T11:16:14.053208000Z,Data,450,34,-18,920,2,0,0,0,0,0,0,1,0,0
6,2026-06-26T11:16:14.157143000Z,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
7,2026-06-26T11:16:14.259825000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
8,2026-06-26T11:16:14.364655000Z,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
9,2026-06-26T11:16:14.571732000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
10,2026-06-26T11:16:14.626612000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
11,2026-06-26T11:16:14.677277000Z,Data,446,34,-17,920,2,0,0,0,0,0,0,1,0,0
12,2026-06-26T11:16:14.781026000Z,Data,440,34,-18,920,2,0,0,0,0,0,0,1,0,0
13,2026-06-26T11:16:14.883662000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-26T11:16:14.989048000Z,Data,442,34,-18,920,2,0,0,0,0,0,0,1,0,0
15,2026-06-26T11:16:15.093384000Z,Data,452,34,-19,920,2,0,0,0,0,0,0,1,0,0
16,2026-06-26T11:16:15.447640000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
17,2026-06-26T11:16:16.181060000Z,QoS Data,150,34,-17,920,2,8,1,0,0,0,0,1,720,0
20,2026-06-26T11:16:16.188904000Z,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
22,2026-06-26T11:16:16.191526000Z,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
24,2026-06-26T11:16:16.265052000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
25,2026-06-26T11:16:16.445009000Z,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
28,2026-06-26T11:16:16.450655000Z,QoS Data,128,34,-22,920,2,8,0,0,1,0,0,1,720,0
29,2026-06-26T11:16:16.454638000Z,QoS Data,128,34,-22,920,2,8,0,0,1,0,0,1,720,0
31,2026-06-26T11:16:16.560929000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
32,2026-06-26T11:16:17.086082000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
33,2026-06-26T11:16:17.903510000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
34,2026-06-26T11:16:18.724542000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
35,2026-06-26T11:16:19.541957000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
36,2026-06-26T11:16:19.585024000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
37,2026-06-26T11:16:20.362991000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
38,2026-06-26T11:16:21.180425000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
39,2026-06-26T11:16:21.205429000Z,QoS Data,148,34,-17,920,2,8,1,0,0,0,0,1,720,0
42,2026-06-26T11:16:21.213497000Z,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
44,2026-06-26T11:16:21.215612000Z,QoS Data,131,34,-22,920,2,8,0,0,0,0,0,1,720,0
46,2026-06-26T11:16:21.445031000Z,QoS Data,128,34,-21,920,2,8,1,0,0,0,0,1,720,0
48,2026-06-26T11:16:21.447237000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
50,2026-06-26T11:16:22.001433000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
51,2026-06-26T11:16:22.609116000Z,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
53,2026-06-26T11:16:22.818857000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
54,2026-06-26T11:16:23.639891000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
55,2026-06-26T11:16:24.457311000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
56,2026-06-26T11:16:25.278340000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
57,2026-06-26T11:16:25.633479000Z,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
58,2026-06-26T11:16:26.095762000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
59,2026-06-26T11:16:26.229444000Z,QoS Data,148,34,-21,920,2,8,1,0,0,0,0,1,720,0
60,2026-06-26T11:16:26.232014000Z,QoS Data,148,34,-25,920,2,8,0,0,0,0,0,1,720,0
62,2026-06-26T11:16:26.237189000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
63,2026-06-26T11:16:26.239759000Z,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
65,2026-06-26T11:16:26.445018000Z,QoS Data,128,34,-21,920,2,8,1,0,0,0,0,1,720,0
66,2026-06-26T11:16:26.447485000Z,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
68,2026-06-26T11:16:26.916792000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
69,2026-06-26T11:16:27.734204000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
70,2026-06-26T11:16:28.555237000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
71,2026-06-26T11:16:28.657323000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
72,2026-06-26T11:16:29.372668000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
73,2026-06-26T11:16:30.193685000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
74,2026-06-26T11:16:31.011110000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
75,2026-06-26T11:16:31.253437000Z,QoS Data,148,34,-19,920,2,8,1,0,0,0,0,1,720,0
77,2026-06-26T11:16:31.262389000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
78,2026-06-26T11:16:31.264652000Z,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
80,2026-06-26T11:16:31.445051000Z,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
82,2026-06-26T11:16:31.447570000Z,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
84,2026-06-26T11:16:31.681420000Z,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
85,2026-06-26T11:16:31.832133000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
86,2026-06-26T11:16:32.649562000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
87,2026-06-26T11:16:32.903411000Z,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
88,2026-06-26T11:16:33.470591000Z,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
89,2026-06-26T11:16:34.288008000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
90,2026-06-26T11:16:34.705430000Z,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
91,2026-06-26T11:16:34.844169000Z,Data,378,34,-19,920,2,0,0,0,0,0,0,1,0,0
92,2026-06-26T11:16:34.948187000Z,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
93,2026-06-26T11:16:35.053820000Z,Data,450,34,-21,920,2,0,0,0,0,0,0,1,0,0
94,2026-06-26T11:16:35.109036000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
95,2026-06-26T11:16:35.157846000Z,Data,442,34,-20,920,2,0,0,0,0,0,0,1,0,0
96,2026-06-26T11:16:35.260313000Z,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
97,2026-06-26T11:16:35.365344000Z,Data,426,34,-20,920,2,0,0,0,0,0,0,1,0,0
98,2026-06-26T11:16:35.470226000Z,Data,458,34,-20,920,2,0,0,0,0,0,0,1,0,0
99,2026-06-26T11:16:35.572244000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
100,2026-06-26T11:16:35.677793000Z,Data,446,34,-19,920,2,0,0,0,0,0,0,1,0,0
101,2026-06-26T11:16:35.781615000Z,Data,440,34,-20,920,2,0,0,0,0,0,0,1,0,0
102,2026-06-26T11:16:35.884276000Z,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
103,2026-06-26T11:16:35.926450000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
104,2026-06-26T11:16:35.989651000Z,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
105,2026-06-26T11:16:36.094019000Z,Data,452,34,-19,920,2,0,0,0,0,0,0,1,0,0
106,2026-06-26T11:16:36.278683000Z,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
108,2026-06-26T11:16:36.281468000Z,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
110,2026-06-26T11:16:36.286753000Z,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
