host_timestamp,local_time,cpu_used_pct,ram_used_pct
1782750857.8716516,2026-06-29 18:34:17,0.0,69.84
1782750862.8716938,2026-06-29 18:34:22,33.6,69.84
1782750867.8735015,2026-06-29 18:34:27,31.8,69.84
1782750872.8760777,2026-06-29 18:34:32,31.0,69.84
1782750877.87703,2026-06-29 18:34:37,36.0,69.84
1782750882.8853216,2026-06-29 18:34:42,31.54,69.84
1782750887.8769457,2026-06-29 18:34:47,32.0,69.84
1782750892.8832545,2026-06-29 18:34:52,33.4,69.84
1782750897.881888,2026-06-29 18:34:57,32.2,69.84
1782750902.8828797,2026-06-29 18:35:02,30.8,69.84
1782750907.8836098,2026-06-29 18:35:07,34.2,69.84
1782750912.8851953,2026-06-29 18:35:12,34.0,69.84
1782750917.899061,2026-06-29 18:35:17,31.67,69.84
1782750922.8887646,2026-06-29 18:35:22,31.46,69.84
1782750927.9151304,2026-06-29 18:35:27,34.33,69.84
1782750932.8896832,2026-06-29 18:35:32,31.46,69.84
1782750937.8992689,2026-06-29 18:35:37,33.6,69.84
1782750942.9053793,2026-06-29 18:35:42,31.34,69.84
1782750947.9093046,2026-06-29 18:35:47,35.8,69.84
1782750952.8966062,2026-06-29 18:35:52,31.06,69.84
1782750957.895893,2026-06-29 18:35:57,31.2,69.84
1782750962.9263914,2026-06-29 18:36:02,33.27,69.84
1782750967.8967774,2026-06-29 18:36:07,34.34,69.84
1782750972.9014068,2026-06-29 18:36:12,31.54,69.84
1782750977.90063,2026-06-29 18:36:17,32.2,69.84
1782750982.929524,2026-06-29 18:36:22,33.07,69.84
1782750987.90413,2026-06-29 18:36:27,32.73,69.84
1782750992.9047601,2026-06-29 18:36:32,31.0,69.84
1782750997.9130769,2026-06-29 18:36:37,33.4,69.84
1782751002.9054613,2026-06-29 18:36:42,33.4,69.84
1782751007.908276,2026-06-29 18:36:47,32.34,69.84
1782751012.9059575,2026-06-29 18:36:52,31.26,69.84
1782751017.9590335,2026-06-29 18:36:57,34.0,69.84
1782751022.9143324,2026-06-29 18:37:02,31.73,69.84
1782751027.907546,2026-06-29 18:37:07,34.0,69.84
1782751032.9107285,2026-06-29 18:37:12,31.0,69.84
1782751037.9212825,2026-06-29 18:37:17,35.13,69.84
1782751042.9132686,2026-06-29 18:37:22,31.46,69.84
1782751047.9206994,2026-06-29 18:37:27,32.0,69.84
1782751052.9169457,2026-06-29 18:37:32,33.8,69.84
1782751057.937438,2026-06-29 18:37:37,52.19,69.84
1782751062.9429266,2026-06-29 18:37:42,68.6,69.84
1782751067.9460948,2026-06-29 18:37:47,68.2,69.84
1782751072.9463577,2026-06-29 18:37:52,69.4,69.84
1782751077.9340189,2026-06-29 18:37:57,69.6,69.84
1782751082.938872,2026-06-29 18:38:02,67.0,69.84
1782751087.92535,2026-06-29 18:38:07,68.14,69.84
1782751092.9566178,2026-06-29 18:38:12,66.33,69.84
1782751097.9288185,2026-06-29 18:38:17,66.53,69.84
1782751102.9312947,2026-06-29 18:38:22,65.8,69.84
1782751107.9572337,2026-06-29 18:38:27,70.32,69.84
1782751112.956422,2026-06-29 18:38:32,62.93,69.84
