packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-29T16:34:16.472084000Z,S1G Beacon,61,34,-33,920,3,1,,,,,,,0,0
2,2026-06-29T16:34:16.738258000Z,Data,287,34,-36,920,2,0,0,0,0,0,0,1,0,0
3,2026-06-29T16:34:17.293103000Z,S1G Beacon,129,34,-30,920,3,1,,,,,,,0,0
4,2026-06-29T16:34:17.670649000Z,QoS Data,148,34,-11,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-29T16:34:17.672807000Z,QoS Data,148,34,-33,920,2,8,0,0,0,0,0,1,720,0
7,2026-06-29T16:34:17.676688000Z,QoS Data,148,34,-34,920,2,8,0,0,1,0,0,1,720,0
9,2026-06-29T16:34:17.682222000Z,QoS Data,131,34,-14,920,2,8,1,0,0,0,0,1,720,0
11,2026-06-29T16:34:17.684806000Z,QoS Data,131,34,-33,920,2,8,0,0,0,0,0,1,720,0
13,2026-06-29T16:34:17.687324000Z,QoS Data,131,34,-13,920,2,8,1,0,1,0,0,1,720,0
15,2026-06-29T16:34:17.689740000Z,RTS,54,34,-10,920,1,11,,,,0,0,0,2776,0
17,2026-06-29T16:34:17.691797000Z,QoS Data,131,34,-12,920,2,8,1,0,1,0,0,1,720,0
19,2026-06-29T16:34:17.694579000Z,RTS,54,34,-10,920,1,11,,,,0,0,0,2776,0
21,2026-06-29T16:34:17.696634000Z,QoS Data,131,34,-13,920,2,8,1,0,1,0,0,1,720,0
23,2026-06-29T16:34:17.700302000Z,RTS,54,34,-11,920,1,11,,,,0,0,0,2956,0
25,2026-06-29T16:34:17.702538000Z,QoS Data,131,34,-12,920,2,8,1,0,1,0,0,1,720,0
27,2026-06-29T16:34:17.705113000Z,RTS,54,34,-12,920,1,11,,,,0,0,0,2956,0
29,2026-06-29T16:34:17.707351000Z,QoS Data,131,34,-12,920,2,8,1,0,1,0,0,1,720,0
31,2026-06-29T16:34:17.710224000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
