packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,28842766209,QoS Data,148,34,-21,920,2,8,1,0,0,0,0,1,720,0
3,28842769429,QoS Data,148,34,-38,920,2,8,0,0,0,0,0,1,720,0
5,28842777219,QoS Data,131,34,-42,920,2,8,1,0,0,0,0,1,720,0
7,28842779649,QoS Data,131,34,-37,920,2,8,0,0,0,0,0,1,720,0
9,28842958642,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
11,28842961557,QoS Data,128,34,-38,920,2,8,0,0,0,0,0,1,720,0
12,28843028922,Data,287,34,-35,920,2,0,0,0,0,0,0,1,0,0
13,28843265070,S1G Beacon,129,34,-38,920,3,1,,,,,,,0,0
14,28843821170,Data,378,34,-38,920,2,0,0,0,0,0,0,1,0,0
15,28843925255,Data,387,34,-40,920,2,0,0,0,0,0,0,1,0,0
16,28844028868,Data,450,34,-38,920,2,0,0,0,0,0,0,1,0,0
17,28844084273,S1G Beacon,61,34,-39,920,3,1,,,,,,,0,0
18,28844132938,Data,442,34,-39,920,2,0,0,0,0,0,0,1,0,0
19,28844237046,Data,387,34,-39,920,2,0,0,0,0,0,0,1,0,0
20,28844341115,Data,426,34,-39,920,2,0,0,0,0,0,0,1,0,0
21,28844445059,Data,458,34,-40,920,2,0,0,0,0,0,0,1,0,0
22,28844549033,Data,387,34,-40,920,2,0,0,0,0,0,0,1,0,0
23,28844652889,Data,446,34,-36,920,2,0,0,0,0,0,0,1,0,0
24,28844756958,Data,440,34,-34,920,2,0,0,0,0,0,0,1,0,0
25,28844840596,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
26,28844861092,Data,387,34,-34,920,2,0,0,0,0,0,0,1,0,0
27,28844873363,Authentication,166,34,-69,920,0,11,0,0,0,0,0,0,0,0
28,28844903475,S1G Beacon,129,34,-37,920,3,1,,,,,,,0,0
29,28844938898,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
30,28844964909,Data,442,34,-38,920,2,0,0,0,0,0,0,1,0,0
31,28845003640,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
32,28845009473,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
33,28845015266,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
34,28845020997,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
35,28845037202,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
36,28845068539,Authentication,166,34,-38,920,0,11,0,0,0,0,0,0,720,0
37,28845074841,Data,452,34,-37,920,2,0,0,0,0,0,0,1,0,0
38,28845087030,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
39,28845092709,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
40,28845098598,Authentication,166,34,-38,920,0,11,0,0,1,0,0,0,720,0
41,28845102738,Authentication,166,34,-69,920,0,11,0,0,0,0,0,0,0,0
42,28845135506,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
43,28845143655,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
44,28845149282,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
45,28845154442,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
46,28845160226,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
47,28845201041,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
48,28845205989,Authentication,166,34,-37,920,0,11,0,0,0,0,0,0,720,0
49,28845211824,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
50,28845217817,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
51,28845223807,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
52,28845245071,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
53,28845277427,Authentication,166,34,-36,920,0,11,0,0,0,0,0,0,720,0
54,28845283213,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
55,28845289256,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
56,28845295193,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
57,28845299344,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
58,28845336899,Authentication,166,34,-36,920,0,11,0,0,0,0,0,0,720,0
59,28845342632,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
60,28845348674,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
61,28845354821,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
62,28845364880,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
63,28845397648,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
64,28845411479,Authentication,166,34,-36,920,0,11,0,0,0,0,0,0,720,0
65,28845417313,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
66,28845423375,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
67,28845429057,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
68,28845463183,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
69,28845494906,Authentication,166,34,-36,920,0,11,0,0,0,0,0,0,720,0
70,28845500585,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
71,28845505952,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
72,28845511787,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
73,28845561486,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
74,28845611660,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
75,28845625501,Authentication,166,34,-34,920,0,11,0,0,0,0,0,0,720,0
76,28845631180,Authentication,166,34,-33,920,0,11,0,0,1,0,0,0,720,0
77,28845637066,Authentication,166,34,-33,920,0,11,0,0,1,0,0,0,720,0
78,28845642901,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
79,28845659790,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
80,28845722680,S1G Beacon,61,34,-37,920,3,1,,,,,,,0,0
81,28845755757,Authentication,166,34,-35,920,0,11,0,0,0,0,0,0,720,0
82,28845762736,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
83,28845768730,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
84,28845774567,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
85,28845823629,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
86,28845830236,Authentication,166,34,-36,920,0,11,0,0,0,0,0,0,720,0
87,28845836227,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
88,28845842115,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
89,28845847949,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
90,28845856396,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
91,28845889092,Authentication,166,34,-35,920,0,11,0,0,0,0,0,0,720,0
92,28845894826,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
93,28845900868,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
94,28845906860,Authentication,166,34,-35,920,0,11,0,0,1,0,0,0,720,0
95,28845921932,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
96,28845963590,Authentication,166,34,-35,920,0,11,0,0,0,0,0,0,720,0
97,28845969581,Authentication,166,34,-33,920,0,11,0,0,1,0,0,0,720,0
98,28845975177,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
99,28845980021,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
100,28845985702,Authentication,166,34,-34,920,0,11,0,0,1,0,0,0,720,0
101,28846020235,Authentication,166,34,-67,920,0,11,0,0,0,0,0,0,0,0
102,28846024822,Authentication,166,34,-35,920,0,11,0,0,0,0,0,0,720,0
103,28846030708,Authentication,166,34,-37,920,0,11,0,0,1,0,0,0,720,0
104,28846036597,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
105,28846042536,Authentication,166,34,-36,920,0,11,0,0,1,0,0,0,720,0
106,28846053052,Data,287,34,-38,920,2,0,0,0,0,0,0,1,0,0
107,28846085771,Authentication,166,34,-68,920,0,11,0,0,0,0,0,0,0,0
108,28846105085,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
109,28846110143,Authentication,166,34,-39,920,0,11,0,0,1,0,0,0,720,0
110,28846115821,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
111,28846158102,Authentication,166,34,-41,920,0,11,0,0,0,0,0,0,720,0
112,28846163886,Authentication,166,34,-43,920,0,11,0,0,1,0,0,0,720,0
113,28846169200,Authentication,166,34,-40,920,0,11,0,0,1,0,0,0,720,0
114,28846175033,Authentication,166,34,-41,920,0,11,0,0,1,0,0,0,720,0
