packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2,2026-06-29T15:20:07.740520000Z,S1G Beacon,129,34,-25,920,3,1,,,,,,,0,0
4,2026-06-29T15:20:08.021852000Z,QoS Data,149,34,-30,920,2,8,0,0,0,0,0,1,720,0
6,2026-06-29T15:20:08.027450000Z,QoS Data,131,34,-14,920,2,8,1,0,0,0,0,1,720,0
8,2026-06-29T15:20:08.029709000Z,QoS Data,131,34,-30,920,2,8,0,0,0,0,0,1,720,0
9,2026-06-29T15:20:08.033563000Z,QoS Data,131,34,-31,920,2,8,0,0,1,0,0,1,720,0
11,2026-06-29T15:20:08.177872000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
13,2026-06-29T15:20:08.180649000Z,QoS Data,128,34,-30,920,2,8,0,0,0,0,0,1,720,0
15,2026-06-29T15:20:08.770372000Z,QoS Data,88,34,-15,920,2,8,1,0,0,0,0,1,720,0
17,2026-06-29T15:20:08.780297000Z,Data,287,34,-26,920,2,0,0,0,0,0,0,1,0,0
18,2026-06-29T15:20:09.378976000Z,S1G Beacon,129,34,-26,920,3,1,,,,,,,0,0
19,2026-06-29T15:20:10.196391000Z,S1G Beacon,61,34,-28,920,3,1,,,,,,,0,0
20,2026-06-29T15:20:11.017418000Z,S1G Beacon,129,34,-27,920,3,1,,,,,,,0,0
21,2026-06-29T15:20:12.655898000Z,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
22,2026-06-29T15:20:13.046510000Z,QoS Data,148,34,-12,920,2,8,1,0,0,0,0,1,720,0
24,2026-06-29T15:20:13.048752000Z,QoS Data,148,34,-30,920,2,8,0,0,0,0,0,1,720,0
26,2026-06-29T15:20:13.054468000Z,QoS Data,131,34,-15,920,2,8,1,0,0,0,0,1,720,0
28,2026-06-29T15:20:13.057159000Z,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
29,2026-06-29T15:20:13.059631000Z,QoS Data,131,34,-31,920,2,8,0,0,1,0,0,1,720,0
30,2026-06-29T15:20:13.062900000Z,QoS Data,131,34,-31,920,2,8,0,0,1,0,0,1,720,0
