packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-23T15:00:21.362886000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
2,2026-06-23T15:00:22.180231000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
3,2026-06-23T15:00:22.942353000Z,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
4,2026-06-23T15:00:23.001252000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
5,2026-06-23T15:00:23.818692000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
6,2026-06-23T15:00:24.639702000Z,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
7,2026-06-23T15:00:24.673600000Z,QoS Data,148,34,-17,920,2,8,1,0,0,0,0,1,720,0
10,2026-06-23T15:00:24.681969000Z,QoS Data,131,34,-15,920,2,8,1,0,0,0,0,1,720,0
12,2026-06-23T15:00:24.684555000Z,QoS Data,131,34,-20,920,2,8,0,0,0,0,0,1,720,0
14,2026-06-23T15:00:24.894452000Z,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
16,2026-06-23T15:00:24.896885000Z,QoS Data,128,34,-20,920,2,8,0,0,0,0,0,1,720,0
18,2026-06-23T15:00:25.457131000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
19,2026-06-23T15:00:25.966411000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
20,2026-06-23T15:00:26.278156000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
21,2026-06-23T15:00:27.095590000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
22,2026-06-23T15:00:27.916608000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
23,2026-06-23T15:00:28.734025000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
24,2026-06-23T15:00:28.990563000Z,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
25,2026-06-23T15:00:29.555052000Z,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
