packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-29T13:54:06.848052000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
3,2026-06-29T13:54:08.100120000Z,QoS Data,148,34,-17,920,2,8,1,0,0,0,0,1,720,0
5,2026-06-29T13:54:08.108159000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-29T13:54:08.110983000Z,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
8,2026-06-29T13:54:08.323000000Z,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
10,2026-06-29T13:54:10.275059000Z,Data,450,34,-27,920,2,0,0,0,0,0,0,1,0,0
11,2026-06-29T13:54:10.379135000Z,Data,442,34,-31,920,2,0,0,0,0,0,0,1,0,0
12,2026-06-29T13:54:10.481515000Z,Data,387,34,-29,920,2,0,0,0,0,0,0,1,0,0
13,2026-06-29T13:54:10.586470000Z,Data,426,34,-28,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-29T13:54:10.691481000Z,Data,458,34,-29,920,2,0,0,0,0,0,0,1,0,0
15,2026-06-29T13:54:10.793530000Z,Data,387,34,-29,920,2,0,0,0,0,0,0,1,0,0
16,2026-06-29T13:54:10.899055000Z,Data,446,34,-29,920,2,0,0,0,0,0,0,1,0,0
17,2026-06-29T13:54:10.945966000Z,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
18,2026-06-29T13:54:11.003063000Z,Data,440,34,-30,920,2,0,0,0,0,0,0,1,0,0
19,2026-06-29T13:54:11.105875000Z,Data,387,34,-30,920,2,0,0,0,0,0,0,1,0,0
20,2026-06-29T13:54:11.211032000Z,Data,442,34,-30,920,2,0,0,0,0,0,0,1,0,0
21,2026-06-29T13:54:11.315398000Z,Data,452,34,-31,920,2,0,0,0,0,0,0,1,0,0
22,2026-06-29T13:54:11.763392000Z,S1G Beacon,61,34,-30,920,3,1,,,,,,,0,0
24,2026-06-29T13:54:11.846568000Z,Data,132,34,-29,920,2,0,0,0,0,0,0,1,0,0
25,2026-06-29T13:54:12.114951000Z,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
26,2026-06-29T13:54:12.584419000Z,S1G Beacon,129,34,-31,920,3,1,,,,,,,0,0
27,2026-06-29T13:54:13.123108000Z,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
29,2026-06-29T13:54:13.125208000Z,QoS Data,148,34,-34,920,2,8,0,0,0,0,0,1,720,0
30,2026-06-29T13:54:13.127371000Z,QoS Data,148,34,-36,920,2,8,0,0,1,0,0,1,720,0
33,2026-06-29T13:54:13.135978000Z,QoS Data,131,34,-33,920,2,8,0,0,0,0,0,1,720,0
35,2026-06-29T13:54:13.323041000Z,QoS Data,128,34,-12,920,2,8,1,0,0,0,0,1,720,0
37,2026-06-29T13:54:13.325104000Z,QoS Data,128,34,-35,920,2,8,0,0,0,0,0,1,720,0
39,2026-06-29T13:54:13.401837000Z,S1G Beacon,61,34,-30,920,3,1,,,,,,,0,0
40,2026-06-29T13:54:13.660922000Z,Data,132,34,-30,920,2,0,0,0,0,0,0,1,0,0
41,2026-06-29T13:54:14.161251000Z,Data,132,34,-30,920,2,0,0,0,0,0,0,1,0,0
42,2026-06-29T13:54:14.222863000Z,S1G Beacon,129,34,-31,920,3,1,,,,,,,0,0
43,2026-06-29T13:54:14.661026000Z,Data,132,34,-30,920,2,0,0,0,0,0,0,1,0,0
44,2026-06-29T13:54:15.040287000Z,S1G Beacon,61,34,-31,920,3,1,,,,,,,0,0
45,2026-06-29T13:54:15.138894000Z,Data,287,34,-31,920,2,0,0,0,0,0,0,1,0,0
46,2026-06-29T13:54:15.861317000Z,S1G Beacon,129,34,-30,920,3,1,,,,,,,0,0
47,2026-06-29T13:54:16.678736000Z,S1G Beacon,61,34,-31,920,3,1,,,,,,,0,0
49,2026-06-29T13:54:17.499763000Z,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
50,2026-06-29T13:54:18.148130000Z,QoS Data,148,34,-15,920,2,8,1,0,0,0,0,1,720,0
52,2026-06-29T13:54:18.150450000Z,QoS Data,148,34,-34,920,2,8,0,0,0,0,0,1,720,0
54,2026-06-29T13:54:18.156342000Z,QoS Data,131,34,-21,920,2,8,1,0,0,0,0,1,720,0
56,2026-06-29T13:54:18.165495000Z,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
57,2026-06-29T13:54:18.167682000Z,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
59,2026-06-29T13:54:18.317195000Z,S1G Beacon,61,34,-31,920,3,1,,,,,,,0,0
60,2026-06-29T13:54:18.323342000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
62,2026-06-29T13:54:18.325825000Z,QoS Data,128,34,-36,920,2,8,0,0,0,0,0,1,720,0
64,2026-06-29T13:54:19.138215000Z,S1G Beacon,129,34,-31,920,3,1,,,,,,,0,0
65,2026-06-29T13:54:19.161036000Z,Data,132,34,-30,920,2,0,0,0,0,0,0,1,0,0
66,2026-06-29T13:54:19.644645000Z,QoS Data,88,34,-12,920,2,8,1,0,0,0,0,1,720,0
68,2026-06-29T13:54:19.955670000Z,S1G Beacon,61,34,-31,920,3,1,,,,,,,0,0
69,2026-06-29T13:54:20.776672000Z,S1G Beacon,129,34,-30,920,3,1,,,,,,,0,0
70,2026-06-29T13:54:21.188281000Z,Data,287,34,-31,920,2,0,0,0,0,0,0,1,0,0
71,2026-06-29T13:54:21.594087000Z,S1G Beacon,61,34,-33,920,3,1,,,,,,,0,0
73,2026-06-29T13:54:22.415113000Z,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
74,2026-06-29T13:54:23.180640000Z,QoS Data,148,34,-20,920,2,8,1,0,0,0,0,1,720,0
76,2026-06-29T13:54:23.182999000Z,QoS Data,148,34,-36,920,2,8,0,0,0,0,0,1,720,0
78,2026-06-29T13:54:23.188887000Z,QoS Data,131,34,-16,920,2,8,1,0,0,0,0,1,720,0
80,2026-06-29T13:54:23.191609000Z,QoS Data,131,34,-31,920,2,8,0,0,0,0,0,1,720,0
82,2026-06-29T13:54:23.232530000Z,S1G Beacon,61,34,-29,920,3,1,,,,,,,0,0
83,2026-06-29T13:54:23.323398000Z,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
85,2026-06-29T13:54:23.326090000Z,QoS Data,128,34,-34,920,2,8,0,0,0,0,0,1,720,0
87,2026-06-29T13:54:24.053562000Z,S1G Beacon,129,34,-29,920,3,1,,,,,,,0,0
