packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,19669962724,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
2,19670781926,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
3,19671601129,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
4,19671872549,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
5,19672420330,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
6,19673239534,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
7,19673623761,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
12,19673861293,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
15,19674058737,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
16,19674380694,Data,132,34,-17,920,2,0,0,0,0,0,0,1,0,0
17,19674877941,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
18,19674896556,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
20,19675697143,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
21,19676516347,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
22,19677335549,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
23,19677588609,Data,132,34,-18,920,2,0,0,0,0,0,0,1,0,0
24,19677920652,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
25,19678154752,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
26,19678647609,QoS Data,148,34,-15,920,2,8,1,0,0,0,0,1,720,0
29,19678656778,QoS Data,131,34,-29,920,2,8,1,0,0,0,0,1,720,0
32,19678861113,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
35,19678973955,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
36,19679793161,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
37,19680087677,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
38,19680587852,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
39,19680612361,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
40,19680944548,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
41,19681431564,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
42,19682250767,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
43,19682592816,Data,378,34,-18,920,2,0,0,0,0,0,0,1,0,0
44,19682696487,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
45,19682800630,Data,450,34,-18,920,2,0,0,0,0,0,0,1,0,0
46,19682904610,Data,442,34,-17,920,2,0,0,0,0,0,0,1,0,0
47,19683008685,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
48,19683069971,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
49,19683112509,Data,426,34,-17,920,2,0,0,0,0,0,0,1,0,0
50,19683216625,Data,458,34,-18,920,2,0,0,0,0,0,0,1,0,0
51,19683320679,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
52,19683424489,Data,446,34,-18,920,2,0,0,0,0,0,0,1,0,0
53,19683528869,Data,440,34,-18,920,2,0,0,0,0,0,0,1,0,0
54,19683632726,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
55,19683671483,QoS Data,148,34,-15,920,2,8,1,0,0,0,0,1,720,0
58,19683680132,QoS Data,131,34,-29,920,2,8,1,0,0,0,0,1,720,0
61,19683736522,Data,442,34,-16,920,2,0,0,0,0,0,0,1,0,0
62,19683840606,Data,452,34,-19,920,2,0,0,0,0,0,0,1,0,0
63,19683861009,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
66,19683889174,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
67,19683968603,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
68,19684708377,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
69,19685527582,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
70,19686346781,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
71,19686992611,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
72,19687165986,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
74,19687985187,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
75,19688695394,QoS Data,148,34,-15,920,2,8,1,0,0,0,0,1,720,0
78,19688704566,QoS Data,131,34,-29,920,2,8,1,0,0,0,0,1,720,0
81,19688804392,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
82,19688860883,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
85,19689623594,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
86,19690016615,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
87,19690443163,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
88,19691262002,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
89,19692081204,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
91,19692900408,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
92,19693040844,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
93,19693719609,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
96,19693730256,QoS Data,131,34,-23,920,2,8,1,0,0,0,0,1,720,0
100,19693860332,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
103,19694087526,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
105,19694538810,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
106,19695358017,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
107,19696064591,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
108,19696177217,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
109,19696996420,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
110,19697815624,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
111,19698634829,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
112,19698744931,QoS Data,149,34,-13,920,2,8,1,0,0,0,0,1,720,0
114,19698747941,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
118,19698860226,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
120,19698862833,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
122,19699088623,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
123,19699454031,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
124,19700273233,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
125,19701092435,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
126,19701911640,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
127,19702113200,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
128,19702730844,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
130,19703550043,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
131,19703593067,Data,378,34,-19,920,2,0,0,0,0,0,0,1,0,0
132,19703696720,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
133,19703768858,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
136,19703777142,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
139,19703800534,Data,450,34,-19,920,2,0,0,0,0,0,0,1,0,0
140,19703860493,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
142,19703863571,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
144,19703904642,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
145,19704008680,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
146,19704112558,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
147,19704216676,Data,458,34,-18,920,2,0,0,0,0,0,0,1,0,0
148,19704320699,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
149,19704369246,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
150,19704425073,Data,446,34,-18,920,2,0,0,0,0,0,0,1,0,0
151,19704528723,Data,440,34,-20,920,2,0,0,0,0,0,0,1,0,0
152,19704632655,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
153,19704736543,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
155,19704840686,Data,452,34,-18,920,2,0,0,0,0,0,0,1,0,0
156,19705136592,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
157,19705188451,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
158,19706007653,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
159,19706826856,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
160,19707646061,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
161,19708160678,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
162,19708465263,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
163,19708793766,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
168,19708859964,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
170,19709284467,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
171,19710103668,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
172,19710922871,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
173,19711184690,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
174,19711742075,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
175,19712561278,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
176,19713380481,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
177,19713816521,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
180,19713824860,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
182,19713826926,QoS Data,131,34,-22,920,2,8,0,0,0,0,0,1,720,0
185,19713859876,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
187,19713862744,QoS Data,128,34,-21,920,2,8,0,0,0,0,0,1,720,0
189,19714199683,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
190,19714208635,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
191,19715018886,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
193,19715838104,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
194,19716657292,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
195,19717232701,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
196,19717476652,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
197,19718295697,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
198,19718839867,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
201,19718848258,QoS Data,131,34,-20,920,2,8,1,0,0,0,0,1,720,0
204,19718860476,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
207,19719114903,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
208,19719934105,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
209,19720256731,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
210,19720753306,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
211,19721572510,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
212,19722391713,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
213,19723210916,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
214,19723280642,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
216,19723863756,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
219,19723872926,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
221,19723875095,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
223,19724030119,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
224,19724109990,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
226,19724113676,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
228,19724593163,Data,378,34,-19,920,2,0,0,0,0,0,0,1,0,0
229,19724696629,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
230,19725216710,Data,458,34,-20,920,2,0,0,0,0,0,0,1,0,0
231,19725424650,Data,446,34,-21,920,2,0,0,0,0,0,0,1,0,0
232,19725529230,Data,440,34,-19,920,2,0,0,0,0,0,0,1,0,0
233,19725632685,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
234,19725668525,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
235,19725736644,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
236,19725840683,Data,452,34,-20,920,2,0,0,0,0,0,0,1,0,0
238,19726304692,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
239,19726487727,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
240,19727306931,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
241,19728126135,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
242,19728888625,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
245,19728896692,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
248,19728945336,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
249,19729116795,RTS,54,34,-16,920,1,11,,,,0,0,0,2956,0
251,19729118418,QoS Data,128,34,-15,920,2,8,1,0,1,0,0,1,720,0
254,19729328648,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
255,19729764540,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
256,19730583743,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
257,19731402946,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
258,19732222150,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
259,19732352742,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
260,19733041351,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
261,19733860553,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
262,19733912499,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
265,19733921200,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
268,19734109388,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
271,19734679757,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
272,19735377098,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
273,19735498962,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
274,19736318163,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
275,19737137368,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
276,19737956568,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
277,19738400762,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
278,19738775773,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
279,19738936372,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
282,19738944658,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
285,19739109673,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
288,19739594975,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
289,19740414179,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
290,19741233382,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
292,19741424702,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
293,19742052585,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
294,19742871785,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
295,19743690989,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
296,19743960213,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
299,19743969696,QoS Data,131,34,-20,920,2,8,1,0,0,0,0,1,720,0
302,19744109567,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
305,19744448692,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
306,19744510194,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
307,19745329397,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
308,19745592994,Data,378,34,-19,920,2,0,0,0,0,0,0,1,0,0
309,19745698061,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
310,19745801613,Data,450,34,-18,920,2,0,0,0,0,0,0,1,0,0
311,19745904745,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
312,19746008790,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
313,19746112632,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
314,19746148601,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
315,19746216757,Data,458,34,-18,920,2,0,0,0,0,0,0,1,0,0
316,19746320781,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
317,19746424766,Data,446,34,-19,920,2,0,0,0,0,0,0,1,0,0
318,19746528749,Data,440,34,-19,920,2,0,0,0,0,0,0,1,0,0
319,19746632757,Data,387,34,-17,920,2,0,0,0,0,0,0,1,0,0
320,19746736694,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
321,19746840859,Data,452,34,-18,920,2,0,0,0,0,0,0,1,0,0
322,19746967800,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
323,19747472720,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
324,19747787006,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
325,19748606208,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
326,19748985070,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
329,19748993617,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
331,19748995840,QoS Data,131,34,-23,920,2,8,0,0,0,0,0,1,720,0
333,19749109419,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
335,19749112130,QoS Data,128,34,-22,920,2,8,0,0,0,0,0,1,720,0
337,19749425411,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
338,19750244613,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
339,19750496794,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
340,19751063818,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
341,19751883021,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
343,19752702221,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
344,19753521424,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
345,19753525636,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
346,19754009000,QoS Data,149,34,-14,920,2,8,1,0,0,0,0,1,720,0
348,19754012269,QoS Data,149,34,-23,920,2,8,0,0,0,0,0,1,720,0
351,19754020288,QoS Data,131,34,-23,920,2,8,0,0,0,0,0,1,720,0
353,19754109282,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
356,19754340628,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
358,19755087660,Data,132,34,-19,920,2,0,0,0,0,0,0,1,0,0
359,19755159833,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
360,19755979033,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
361,19756544738,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
362,19756798237,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
363,19757617441,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
364,19758436642,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
365,19759033845,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
369,19759043654,QoS Data,131,34,-20,920,2,8,1,0,0,0,0,1,720,0
371,19759046191,QoS Data,131,34,-21,920,2,8,0,0,0,0,0,1,720,0
373,19759109201,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
375,19759111912,QoS Data,128,34,-21,920,2,8,0,0,0,0,0,1,720,0
377,19759255847,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
378,19759568835,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
379,19760075048,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
380,19760894253,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
381,19761713455,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
382,19762532657,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
383,19762592840,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
385,19763351859,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
386,19764058894,QoS Data,116,34,-15,920,2,8,1,0,0,0,0,1,720,0
389,19764063737,QoS Data,149,34,-17,920,2,8,1,0,0,0,0,1,720,0
390,19764066348,QoS Data,116,34,-27,920,2,8,1,0,0,0,0,1,720,0
392,19764068326,QoS Data,116,34,-24,920,2,8,0,0,0,0,0,1,720,0
394,19764071815,RTS,54,34,-16,920,1,11,,,,0,0,0,3100,0
396,19764073444,QoS Data,149,34,-15,920,2,8,1,0,1,0,0,1,720,0
399,19764082305,QoS Data,131,34,-27,920,2,8,1,0,0,0,0,1,720,0
402,19764086865,QoS Data,131,34,-23,920,2,8,0,0,1,0,0,1,720,0
404,19764108690,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
406,19764111766,QoS Data,128,34,-22,920,2,8,0,0,0,0,0,1,720,0
408,19764171065,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
409,19764990265,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
410,19765617092,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
411,19765809468,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
412,19766593037,Data,378,34,-18,920,2,0,0,0,0,0,0,1,0,0
413,19766628670,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
414,19766696737,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
415,19766800754,Data,450,34,-19,920,2,0,0,0,0,0,0,1,0,0
416,19766904841,Data,442,34,-17,920,2,0,0,0,0,0,0,1,0,0
417,19767008905,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
418,19767112713,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
419,19767216780,Data,458,34,-18,920,2,0,0,0,0,0,0,1,0,0
420,19767320816,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
421,19767424729,Data,446,34,-17,920,2,0,0,0,0,0,0,1,0,0
422,19767447874,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
423,19767528843,Data,440,34,-18,920,2,0,0,0,0,0,0,1,0,0
424,19767632959,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
425,19767736958,Data,442,34,-17,920,2,0,0,0,0,0,0,1,0,0
426,19767840791,Data,452,34,-17,920,2,0,0,0,0,0,0,1,0,0
427,19768267077,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
428,19768640835,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
429,19769086281,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
430,19769097115,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
432,19769100542,QoS Data,149,34,-19,920,2,8,0,0,0,0,0,1,720,0
434,19769106181,QoS Data,131,34,-21,920,2,8,1,0,0,0,0,1,720,0
436,19769108871,QoS Data,131,34,-19,920,2,8,0,0,0,0,0,1,720,0
438,19769358415,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
441,19769905486,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
442,19770724687,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
443,19771543889,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
444,19771664963,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
445,19772363092,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
446,19773182297,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
447,19774001500,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
448,19774121482,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
454,19774358326,QoS Data,128,34,-17,920,2,8,1,0,0,0,0,1,720,0
457,19774688764,Data,287,34,-15,920,2,0,0,0,0,0,0,1,0,0
458,19774820702,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
460,19775639905,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
461,19776459108,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
462,19777278309,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
463,19777712840,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
464,19778097515,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
465,19778916715,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
466,19779144878,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
471,19779358193,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
474,19779735918,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
475,19780555122,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
476,19780736842,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
477,19781374326,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
478,19782193528,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
480,19783012732,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
481,19783760896,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
482,19783831936,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
483,19784168793,QoS Data,149,34,-15,920,2,8,1,0,0,0,0,1,720,0
485,19784171963,QoS Data,149,34,-21,920,2,8,0,0,0,0,0,1,720,0
487,19784177704,QoS Data,131,34,-21,920,2,8,1,0,0,0,0,1,720,0
489,19784180134,QoS Data,131,34,-23,920,2,8,0,0,0,0,0,1,720,0
491,19784358483,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
493,19784361404,QoS Data,128,34,-21,920,2,8,0,0,0,0,0,1,720,0
495,19784651135,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
496,19785470341,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
497,19786289544,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
498,19786784830,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
499,19787108745,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
500,19787593065,Data,378,34,-21,920,2,0,0,0,0,0,0,1,0,0
