attack_type,packet Number,event_type,time_stamp,signal_strength,ssid,bssid,src,dst,reason,status,details
Dragonblood DoS,67,Authentication,2026-06-23T14:19:33.185242000Z,-64,,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,68,Authentication,2026-06-23T14:19:33.250782000Z,-62,,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,70,Authentication,2026-06-23T14:19:33.268046000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,71,Authentication,2026-06-23T14:19:33.274034000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,72,Authentication,2026-06-23T14:19:33.280082000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,73,Authentication,2026-06-23T14:19:33.285859000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,74,Authentication,2026-06-23T14:19:33.316315000Z,-63,,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,75,Authentication,2026-06-23T14:19:33.327512000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,76,Authentication,2026-06-23T14:19:33.333557000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,77,Authentication,2026-06-23T14:19:33.339289000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
,78,Authentication,2026-06-23T14:19:33.345127000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,80,Authentication,2026-06-23T14:19:33.374686000Z,-62,,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,81,Authentication,2026-06-23T14:19:33.425889000Z,-63,,78:72:64:ea:b9:14,6a:d6:4b:fb:1a:6a,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,82,Authentication,2026-06-23T14:19:33.464904000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,83,Authentication,2026-06-23T14:19:33.470943000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,84,Authentication,2026-06-23T14:19:33.476623000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,85,Authentication,2026-06-23T14:19:33.482460000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,87,Authentication,2026-06-23T14:19:33.545699000Z,-62,,78:72:64:ea:b9:14,ea:08:96:30:21:38,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,88,Authentication,2026-06-23T14:19:33.611235000Z,-63,,78:72:64:ea:b9:14,6a:d6:4b:fb:1a:6a,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,89,Authentication,2026-06-23T14:19:33.676774000Z,-62,,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,90,Authentication,2026-06-23T14:19:33.742321000Z,-62,,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,91,Authentication,2026-06-23T14:19:33.747003000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,92,Authentication,2026-06-23T14:19:33.752733000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,93,Authentication,2026-06-23T14:19:33.758672000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,94,Authentication,2026-06-23T14:19:33.764403000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,95,Authentication,2026-06-23T14:19:33.807876000Z,-62,,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,96,Authentication,2026-06-23T14:19:33.842041000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,6a:d6:4b:fb:1a:6a,,76,Unsuccessful Authentication (check status code) to Trusted AP
,97,Authentication,2026-06-23T14:19:33.850430000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,6a:d6:4b:fb:1a:6a,,76,Unsuccessful Authentication (check status code) to Trusted AP
,98,Authentication,2026-06-23T14:19:33.854883000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,6a:d6:4b:fb:1a:6a,,76,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,99,Authentication,2026-06-23T14:19:33.873386000Z,-63,,78:72:64:ea:b9:14,ea:08:96:30:21:38,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,100,Authentication,2026-06-23T14:19:33.878136000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,76,Unsuccessful Authentication (check status code) to Trusted AP
,101,Authentication,2026-06-23T14:19:33.886523000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,76,Unsuccessful Authentication (check status code) to Trusted AP
,102,Authentication,2026-06-23T14:19:33.899839000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,103,Authentication,2026-06-23T14:19:33.911874000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,104,Authentication,2026-06-23T14:19:33.939014000Z,-63,,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,105,Authentication,2026-06-23T14:19:33.992915000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,106,Authentication,2026-06-23T14:19:34.009305000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,110,Authentication,2026-06-23T14:19:34.069996000Z,-64,,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
Dragonblood DoS,115,Authentication,2026-06-23T14:19:34.135536000Z,-62,,78:72:64:ea:b9:14,ea:08:96:30:21:38,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,116,Authentication,2026-06-23T14:19:34.140439000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,117,Authentication,2026-06-23T14:19:34.146479000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,118,Authentication,2026-06-23T14:19:34.152155000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,119,Authentication,2026-06-23T14:19:34.157934000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,123,Authentication,2026-06-23T14:19:34.201072000Z,-63,,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,124,Authentication,2026-06-23T14:19:34.223528000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,125,Authentication,2026-06-23T14:19:34.229466000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,126,Authentication,2026-06-23T14:19:34.235508000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,127,Authentication,2026-06-23T14:19:34.241296000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,128,Authentication,2026-06-23T14:19:34.266603000Z,-62,,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,129,Authentication,2026-06-23T14:19:34.304949000Z,-19,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,130,Authentication,2026-06-23T14:19:34.310680000Z,-18,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,131,Authentication,2026-06-23T14:19:34.316361000Z,-17,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
,132,Authentication,2026-06-23T14:19:34.322041000Z,-16,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,ea:08:96:30:21:38,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,133,Authentication,2026-06-23T14:19:34.332154000Z,-61,,78:72:64:ea:b9:14,ea:08:96:30:21:38,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,134,Authentication,2026-06-23T14:19:34.389833000Z,-15,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,135,Authentication,2026-06-23T14:19:34.395876000Z,-16,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,136,Authentication,2026-06-23T14:19:34.401867000Z,-15,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
,137,Authentication,2026-06-23T14:19:34.407854000Z,-15,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5a:9b:a9:d4:1b:c3,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,138,Authentication,2026-06-23T14:19:34.463220000Z,-62,,78:72:64:ea:b9:14,3e:81:b0:a8:27:62,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,139,Authentication,2026-06-23T14:19:34.482939000Z,-15,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
,140,Authentication,2026-06-23T14:19:34.488668000Z,-16,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,82:f1:2b:f3:4e:aa,,126,Unsuccessful Authentication (check status code) to Trusted AP
