host_timestamp,local_time,cpu_used_pct,ram_used_pct
1782224360.300336,2026-06-23 16:19:20,0.0,65.29
1782224365.3001506,2026-06-23 16:19:25,26.8,65.29
1782224370.3001008,2026-06-23 16:19:30,25.2,65.29
1782224375.3243525,2026-06-23 16:19:35,41.83,65.29
1782224380.3001158,2026-06-23 16:19:40,79.72,65.29
1782224385.360613,2026-06-23 16:19:45,82.94,65.29
1782224390.303053,2026-06-23 16:19:50,79.19,65.29
1782224395.3197618,2026-06-23 16:19:55,75.1,65.29
1782224400.3248572,2026-06-23 16:20:00,67.74,65.29
1782224405.3347828,2026-06-23 16:20:05,73.2,65.29
1782224410.3442063,2026-06-23 16:20:10,80.24,65.29
1782224415.328574,2026-06-23 16:20:15,68.14,65.29
1782224420.3166962,2026-06-23 16:20:20,81.96,65.29
1782224425.350018,2026-06-23 16:20:25,75.5,65.29
1782224430.3626056,2026-06-23 16:20:30,62.48,65.29
1782224435.340783,2026-06-23 16:20:35,74.85,65.29
1782224440.35054,2026-06-23 16:20:40,87.05,65.29
1782224445.3432956,2026-06-23 16:20:45,79.12,65.29
1782224450.3540404,2026-06-23 16:20:50,73.6,65.29
1782224455.3096337,2026-06-23 16:20:55,69.08,65.29
1782224460.339823,2026-06-23 16:21:00,78.09,65.29
1782224465.3179507,2026-06-23 16:21:05,69.01,65.29
1782224470.316681,2026-06-23 16:21:10,76.65,65.29
1782224475.3135462,2026-06-23 16:21:15,68.14,65.29
1782224480.3262506,2026-06-23 16:21:20,75.85,65.29
1782224485.3157616,2026-06-23 16:21:25,68.34,65.29
1782224490.3340244,2026-06-23 16:21:30,77.45,65.29
1782224495.3166378,2026-06-23 16:21:35,82.13,65.29
1782224500.3178453,2026-06-23 16:21:40,74.8,65.29
1782224505.3177533,2026-06-23 16:21:45,80.2,65.29
1782224510.3382535,2026-06-23 16:21:50,69.92,65.29
1782224515.3576581,2026-06-23 16:21:55,74.6,65.29
1782224520.3192089,2026-06-23 16:22:00,72.43,65.29
1782224525.3616445,2026-06-23 16:22:05,73.51,65.29
1782224530.3649025,2026-06-23 16:22:10,78.0,65.29
1782224535.3377743,2026-06-23 16:22:15,74.2,65.29
1782224540.3332064,2026-06-23 16:22:20,78.36,65.29
1782224545.3433094,2026-06-23 16:22:25,63.07,65.29
1782224550.341773,2026-06-23 16:22:30,82.8,65.29
1782224555.3261285,2026-06-23 16:22:35,74.9,65.29
1782224560.3273008,2026-06-23 16:22:40,69.8,65.29
1782224565.3365126,2026-06-23 16:22:45,81.44,65.29
