packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-23T14:19:18.300096000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
2,2026-06-23T14:19:18.988432000Z,QoS Data,149,34,-10,920,2,8,1,0,0,0,0,1,720,0
4,2026-06-23T14:19:18.991270000Z,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
6,2026-06-23T14:19:18.996976000Z,QoS Data,131,34,-13,920,2,8,1,0,0,0,0,1,720,0
9,2026-06-23T14:19:19.117434000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
10,2026-06-23T14:19:19.160909000Z,QoS Data,128,34,-10,920,2,8,1,0,0,0,0,1,720,0
12,2026-06-23T14:19:19.163332000Z,QoS Data,128,34,-19,920,2,8,0,0,0,0,0,1,720,0
14,2026-06-23T14:19:19.938469000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
15,2026-06-23T14:19:20.755898000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
16,2026-06-23T14:19:20.862774000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
17,2026-06-23T14:19:21.576919000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
18,2026-06-23T14:19:22.394355000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
19,2026-06-23T14:19:23.215376000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
20,2026-06-23T14:19:23.688616000Z,QoS Data,88,34,-10,920,2,8,1,0,0,0,0,1,720,0
22,2026-06-23T14:19:23.886727000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
23,2026-06-23T14:19:24.012488000Z,QoS Data,149,34,-11,920,2,8,1,0,0,0,0,1,720,0
26,2026-06-23T14:19:24.020898000Z,QoS Data,131,34,-12,920,2,8,1,0,0,0,0,1,720,0
29,2026-06-23T14:19:24.032784000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
30,2026-06-23T14:19:24.160873000Z,QoS Data,128,34,-10,920,2,8,1,0,0,0,0,1,720,0
32,2026-06-23T14:19:24.853822000Z,S1G Beacon,129,34,-51,920,3,1,,,,,,,0,0
33,2026-06-23T14:19:25.671243000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
34,2026-06-23T14:19:26.492276000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
35,2026-06-23T14:19:26.910883000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
36,2026-06-23T14:19:27.309695000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
37,2026-06-23T14:19:28.130736000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
38,2026-06-23T14:19:28.948144000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
39,2026-06-23T14:19:29.038334000Z,QoS Data,148,34,-9,920,2,8,1,0,0,0,0,1,720,0
42,2026-06-23T14:19:29.046533000Z,QoS Data,131,34,-11,920,2,8,1,0,0,0,0,1,720,0
45,2026-06-23T14:19:29.160913000Z,QoS Data,128,34,-10,920,2,8,1,0,0,0,0,1,720,0
48,2026-06-23T14:19:29.769176000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
49,2026-06-23T14:19:29.934977000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
50,2026-06-23T14:19:30.586588000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
51,2026-06-23T14:19:31.407628000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
52,2026-06-23T14:19:31.894760000Z,Data,132,34,-18,920,2,0,0,0,0,0,0,1,0,0
53,2026-06-23T14:19:32.113783000Z,Data,378,34,-20,920,2,0,0,0,0,0,0,1,0,0
54,2026-06-23T14:19:32.217646000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
55,2026-06-23T14:19:32.225040000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
56,2026-06-23T14:19:32.323723000Z,Data,450,34,-19,920,2,0,0,0,0,0,0,1,0,0
57,2026-06-23T14:19:32.427328000Z,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
58,2026-06-23T14:19:32.529775000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
59,2026-06-23T14:19:32.634785000Z,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
60,2026-06-23T14:19:32.739796000Z,Data,458,34,-19,920,2,0,0,0,0,0,0,1,0,0
61,2026-06-23T14:19:32.841800000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
62,2026-06-23T14:19:32.947282000Z,Data,446,34,-18,920,2,0,0,0,0,0,0,1,0,0
63,2026-06-23T14:19:32.959004000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
64,2026-06-23T14:19:33.046069000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
65,2026-06-23T14:19:33.058606000Z,Data,440,34,-18,920,2,0,0,0,0,0,0,1,0,0
66,2026-06-23T14:19:33.153794000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
67,2026-06-23T14:19:33.185242000Z,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
68,2026-06-23T14:19:33.250782000Z,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
69,2026-06-23T14:19:33.263400000Z,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
