packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-26T12:41:32.306233000Z,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
2,2026-06-26T12:41:33.123640000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
3,2026-06-26T12:41:33.299556000Z,Data,287,34,-27,920,2,0,0,0,0,0,0,1,0,0
4,2026-06-26T12:41:33.944667000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
5,2026-06-26T12:41:34.324571000Z,QoS Data,148,34,-22,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-26T12:41:34.326923000Z,QoS Data,148,34,-27,920,2,8,0,0,0,0,0,1,720,0
8,2026-06-26T12:41:34.332052000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
9,2026-06-26T12:41:34.440181000Z,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
11,2026-06-26T12:41:34.762090000Z,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
12,2026-06-26T12:41:35.583127000Z,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
13,2026-06-26T12:41:36.323558000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-26T12:41:36.400548000Z,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
15,2026-06-26T12:41:37.221567000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
16,2026-06-26T12:41:37.974289000Z,Data,378,34,-20,920,2,0,0,0,0,0,0,1,0,0
17,2026-06-26T12:41:38.078255000Z,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
18,2026-06-26T12:41:38.183908000Z,Data,450,34,-21,920,2,0,0,0,0,0,0,1,0,0
19,2026-06-26T12:41:38.287801000Z,Data,442,34,-20,920,2,0,0,0,0,0,0,1,0,0
20,2026-06-26T12:41:38.390409000Z,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
21,2026-06-26T12:41:38.495369000Z,Data,426,34,-21,920,2,0,0,0,0,0,0,1,0,0
22,2026-06-26T12:41:38.600274000Z,Data,458,34,-22,920,2,0,0,0,0,0,0,1,0,0
