packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,12116903660,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
2,12117722865,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
3,12117892751,Data,287,34,-27,920,2,0,0,0,0,0,0,1,0,0
4,12118542068,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
5,12118923145,QoS Data,148,34,-22,920,2,8,1,0,0,0,0,1,720,0
6,12118926624,QoS Data,148,34,-27,920,2,8,0,0,0,0,0,1,720,0
8,12118931794,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
9,12119039017,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
11,12119361275,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
12,12120180481,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
13,12120916669,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
14,12120999686,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
15,12121818892,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
16,12122564912,Data,378,34,-20,920,2,0,0,0,0,0,0,1,0,0
17,12122668640,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
18,12122772603,Data,450,34,-21,920,2,0,0,0,0,0,0,1,0,0
19,12122876686,Data,442,34,-20,920,2,0,0,0,0,0,0,1,0,0
20,12122980779,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
21,12123084684,Data,426,34,-21,920,2,0,0,0,0,0,0,1,0,0
22,12123188751,Data,458,34,-22,920,2,0,0,0,0,0,0,1,0,0
23,12123292763,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
24,12123396666,Data,446,34,-21,920,2,0,0,0,0,0,0,1,0,0
25,12123457301,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
26,12123604889,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
27,12123708631,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
