packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2751773851,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
2,2752538487,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
3,2752593055,S1G Beacon,61,34,-23,920,3,1,,,,,,,0,0
5,2752654636,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
7,2752660347,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
9,2752760057,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
10,2752762628,QoS Data,128,34,-25,920,2,8,0,0,0,0,0,1,720,0
12,2753412259,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
13,2756538644,Data,378,34,-22,920,2,0,0,0,0,0,0,1,0,0
14,2756642387,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
15,2756689069,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
16,2756954445,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
17,2757058871,Data,426,34,-22,920,2,0,0,0,0,0,0,1,0,0
18,2757162521,Data,458,34,-23,920,2,0,0,0,0,0,0,1,0,0
19,2757266453,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
20,2757370384,Data,446,34,-22,920,2,0,0,0,0,0,0,1,0,0
21,2757474425,Data,440,34,-21,920,2,0,0,0,0,0,0,1,0,0
22,2757508272,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
23,2757578482,Data,387,34,-20,920,2,0,0,0,0,0,0,1,0,0
24,2757675165,QoS Data,148,34,-18,920,2,8,1,0,0,0,0,1,720,0
25,2757678369,QoS Data,148,34,-18,920,2,8,1,0,1,0,0,1,720,0
26,2757680994,QoS Data,148,34,-26,920,2,8,0,0,0,0,0,1,720,0
28,2757683687,Data,442,34,-21,920,2,0,0,0,0,0,0,1,0,0
30,2757698427,QoS Data,131,34,-29,920,2,8,0,0,0,0,0,1,720,0
32,2757760087,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
33,2757762730,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
35,2757786445,Data,452,34,-21,920,2,0,0,0,0,0,0,1,0,0
36,2758586453,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
37,2759146678,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
38,2759965881,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
39,2760785085,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
41,2761610370,Data,287,34,-24,920,2,0,0,0,0,0,0,1,0,0
42,2762423493,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
44,2762713115,QoS Data,148,34,-29,920,2,8,0,0,0,0,0,1,720,0
46,2762718932,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
48,2762759776,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
49,2762762594,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
51,2764061896,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
52,2765700303,S1G Beacon,61,34,-24,920,3,1,,,,,,,0,0
53,2766519506,S1G Beacon,129,34,-23,920,3,1,,,,,,,0,0
54,2767338712,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
55,2767658427,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
56,2767733572,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
57,2767735808,QoS Data,149,34,-26,920,2,8,0,0,0,0,0,1,720,0
59,2767741778,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
60,2767747169,QoS Data,131,34,-29,920,2,8,0,0,1,0,0,1,720,0
63,2767766375,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
65,2768157914,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
66,2769796319,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
67,2770615523,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
69,2772759803,QoS Data,150,34,-19,920,2,8,1,0,0,0,0,1,720,0
70,2772762216,QoS Data,150,34,-26,920,2,8,0,0,0,0,0,1,720,0
72,2772771664,QoS Data,131,34,-20,920,2,8,1,0,1,0,0,1,720,0
73,2772775871,RTS,54,34,-13,920,1,11,,,,0,0,0,2452,0
74,2772777494,QoS Data,131,34,-19,920,2,8,1,0,1,0,0,1,720,0
75,2772780833,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
77,2773010073,QoS Data,128,34,-20,920,2,8,1,0,0,0,0,1,720,0
78,2773012194,QoS Data,128,34,-27,920,2,8,0,0,0,0,0,1,720,0
80,2773892333,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
81,2774428849,QoS Data,88,34,-17,920,2,8,1,0,0,0,0,1,720,0
83,2777539548,Data,378,34,-21,920,2,0,0,0,0,0,0,1,0,0
84,2777746595,Data,450,34,-21,920,2,0,0,0,0,0,0,1,0,0
85,2777794412,QoS Data,149,34,-19,920,2,8,1,0,0,0,0,1,720,0
86,2777797033,QoS Data,149,34,-27,920,2,8,0,0,0,0,0,1,720,0
88,2777802381,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
89,2777805106,QoS Data,131,34,-26,920,2,8,0,0,0,0,0,1,720,0
91,2778009825,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
92,2778012047,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
94,2778058376,Data,426,34,-21,920,2,0,0,0,0,0,0,1,0,0
95,2778162439,Data,458,34,-21,920,2,0,0,0,0,0,0,1,0,0
96,2778266502,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
97,2778370381,Data,446,34,-21,920,2,0,0,0,0,0,0,1,0,0
98,2778474466,Data,440,34,-22,920,2,0,0,0,0,0,0,1,0,0
99,2778578531,Data,387,34,-22,920,2,0,0,0,0,0,0,1,0,0
100,2778682410,Data,442,34,-22,920,2,0,0,0,0,0,0,1,0,0
101,2779754463,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
102,2781265162,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
104,2782084368,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
106,2782820409,QoS Data,148,34,-29,920,2,8,0,0,0,0,0,1,720,0
108,2782825913,QoS Data,131,34,-18,920,2,8,1,0,0,0,0,1,720,0
109,2782828016,QoS Data,131,34,-27,920,2,8,0,0,0,0,0,1,720,0
111,2782903567,S1G Beacon,129,34,-26,920,3,1,,,,,,,0,0
112,2783009730,QoS Data,128,34,-19,920,2,8,1,0,0,0,0,1,720,0
114,2783012264,QoS Data,128,34,-29,920,2,8,0,0,0,0,0,1,720,0
116,2783722770,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
118,2786999583,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
119,2787844796,QoS Data,149,34,-25,920,2,8,0,0,0,0,0,1,720,0
122,2787853252,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
125,2788011950,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
127,2788826576,Data,287,34,-20,920,2,0,0,0,0,0,0,1,0,0
128,2790276396,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
129,2791095599,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
130,2791914804,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
131,2792865928,QoS Data,149,34,-21,920,2,8,1,0,0,0,0,1,720,0
132,2792868188,QoS Data,149,34,-26,920,2,8,0,0,0,0,0,1,720,0
135,2792876316,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
137,2793010515,QoS Data,128,34,-22,920,2,8,1,0,0,0,0,1,720,0
138,2793012688,QoS Data,128,34,-26,920,2,8,0,0,0,0,0,1,720,0
140,2793553208,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
141,2794372415,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
142,2794874501,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
143,2795191617,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
145,2796010817,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
146,2797649223,S1G Beacon,129,34,-22,920,3,1,,,,,,,0,0
147,2797891377,QoS Data,148,34,-26,920,2,8,0,0,0,0,0,1,720,0
149,2797896777,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
150,2797899397,Data,287,34,-22,920,2,0,0,0,0,0,0,1,0,0
151,2797907338,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
154,2798013115,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
