packet_number,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2628,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2630,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2631,S1G Beacon,61,34,-69,920,3,1,,,,,,,0,0
2632,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2633,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2635,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2636,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2637,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2639,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2641,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2642,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2643,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2644,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2646,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2647,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2648,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2650,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2651,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2652,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2653,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2655,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2656,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2657,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2661,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2671,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2674,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2676,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2678,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2679,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2680,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2681,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2683,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2684,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2685,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2686,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2688,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2689,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2691,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2693,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2694,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2695,S1G Beacon,61,34,-69,920,3,1,,,,,,,0,0
2696,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2698,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2700,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2701,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2702,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2704,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2705,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2706,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2714,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2722,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2725,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2726,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2728,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2730,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2731,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2732,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2734,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2735,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2736,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2737,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2739,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2740,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2741,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2743,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2744,S1G Beacon,61,34,-80,920,3,1,,,,,,,0,0
2745,S1G Beacon,129,34,-82,920,3,1,,,,,,,0,0
2747,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2749,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2751,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2754,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2756,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2758,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2768,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2773,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2775,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2777,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2778,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2779,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2780,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2782,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2783,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2784,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2786,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
2787,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2788,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2789,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2792,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2793,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2794,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2795,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2797,S1G Beacon,61,34,-79,920,3,1,,,,,,,0,0
2799,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2800,S1G Beacon,61,34,-79,920,3,1,,,,,,,0,0
2803,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
2804,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
2805,S1G Beacon,129,34,-82,920,3,1,,,,,,,0,0
2809,S1G Beacon,61,34,-83,920,3,1,,,,,,,0,0
2819,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2821,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2823,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2825,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
2826,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2827,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2828,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2831,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2833,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2834,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2836,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2838,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
2839,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2840,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2843,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
2845,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2846,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2847,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2849,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2850,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2851,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2852,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2853,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
2855,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2863,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2871,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2872,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2873,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2874,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2876,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2877,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2878,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2880,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2881,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2882,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2884,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2886,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2887,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2888,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2889,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2891,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2892,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2893,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2895,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2896,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2897,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2898,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2900,S1G Beacon,129,34,-68,920,3,1,,,,,,,0,0
2903,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2912,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2917,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2918,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
2919,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2920,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2922,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2923,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2924,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2926,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2927,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2928,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2929,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2931,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2932,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2933,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2935,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2937,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2938,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2939,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2941,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2942,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2943,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2944,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2946,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2947,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2953,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2962,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2964,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2965,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2966,S1G Beacon,129,34,-69,920,3,1,,,,,,,0,0
2968,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2969,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2971,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
2972,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2974,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2976,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2977,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2979,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2982,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2983,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2984,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2985,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2986,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2988,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2989,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2991,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2993,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2994,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2995,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2997,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2998,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3008,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
3015,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
3017,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3018,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
3019,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3021,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3022,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3023,S1G Beacon,61,34,-69,920,3,1,,,,,,,0,0
3024,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
3026,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3027,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
3028,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3029,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3031,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3032,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3034,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3036,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3039,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3040,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3042,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3044,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3045,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3046,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3047,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3049,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
3053,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3062,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3067,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3068,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3070,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3071,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3073,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3074,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3076,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
3077,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
3079,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3080,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3081,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3083,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3084,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3085,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3086,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
3096,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3098,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3099,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3100,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3102,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3103,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3105,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
3107,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3114,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
3123,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3125,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3126,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3128,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3129,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3133,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3134,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3136,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3138,Probe Request,81,34,-65,920,0,4,0,0,0,0,0,0,0,0
3139,Probe Response,168,34,-72,920,0,5,0,0,0,0,0,0,720,0
3141,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3142,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3143,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3145,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3146,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3147,Authentication,68,34,-54,920,0,11,0,0,1,0,0,0,720,0
3149,Authentication,68,34,-71,920,0,11,0,0,0,0,0,0,720,0
3151,Association Request,124,34,-54,920,0,0,0,0,0,0,0,0,720,0
3153,Association Response,155,34,-71,920,0,1,0,0,0,0,0,0,720,0
3155,Data,68,34,-71,920,2,0,0,0,0,0,0,0,0,0
3156,Action,71,34,-54,920,0,13,0,0,0,0,0,0,720,0
3158,Action,71,34,-73,920,0,13,0,0,1,0,0,0,720,0
3170,RTS,54,34,-56,920,1,11,,,,0,0,0,2812,0
3176,RTS,54,34,-57,920,1,11,,,,0,0,0,3064,0
3181,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3187,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3194,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3205,Action,71,34,-75,920,0,13,0,0,0,0,0,0,720,0
3208,Action,71,34,-54,920,0,13,0,0,0,0,0,0,720,0
3213,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3222,QoS Data,116,34,-57,920,2,8,1,0,0,0,0,0,720,0
3224,Action,71,34,-71,920,0,13,0,0,0,0,0,0,720,0
3226,Action,71,34,-48,920,0,13,0,0,0,0,0,0,720,0
3228,Action,71,34,-48,920,0,13,0,0,1,0,0,0,720,0
3230,QoS Data,116,34,-74,920,2,8,0,0,1,0,0,0,720,0
3231,QoS Data,116,34,-72,920,2,8,0,0,1,0,0,0,720,0
3232,QoS Data,116,34,-72,920,2,8,0,0,1,0,0,0,720,0
3233,QoS Data,116,34,-72,920,2,8,0,0,1,0,0,0,720,0
3235,QoS Data,116,34,-59,920,2,8,1,0,0,0,0,0,720,0
3237,QoS Data,116,34,-74,920,2,8,0,0,0,0,0,0,720,0
3238,QoS Data,116,34,-74,920,2,8,0,0,1,0,0,0,720,0
3239,QoS Data,116,34,-75,920,2,8,0,0,1,0,0,0,720,0
3240,QoS Data,116,34,-72,920,2,8,0,0,1,0,0,0,720,0
3241,QoS Data,116,34,-72,920,2,8,0,0,1,0,0,0,720,0
3243,QoS Data,116,34,-48,920,2,8,1,0,0,0,0,0,720,0
3247,QoS Data,112,34,-56,920,2,8,1,0,0,0,0,0,720,0
3249,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
3250,RTS,54,34,-45,920,1,11,,,,0,0,0,2720,0
3252,RTS,54,34,-46,920,1,11,,,,0,0,0,2720,0
3254,QoS Data,133,34,-56,920,2,8,1,0,0,0,0,0,720,0
3256,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3257,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
3258,RTS,54,34,-46,920,1,11,,,,0,0,0,2720,0
3260,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
3262,RTS,54,34,-45,920,1,11,,,,0,0,0,2720,0
3264,RTS,54,34,-49,920,1,11,,,,0,0,0,2720,0
3266,RTS,54,34,-47,920,1,11,,,,0,0,0,2920,0
3268,RTS,54,34,-49,920,1,11,,,,0,0,0,2920,0
3270,RTS,54,34,-49,920,1,11,,,,0,0,0,2920,0
3272,QoS Data,116,34,-48,920,2,8,1,0,1,0,0,0,720,0
3274,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
3276,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3277,QoS Data,115,34,-72,920,2,8,0,0,0,0,0,0,720,0
3278,QoS Data,115,34,-73,920,2,8,0,0,1,0,0,0,720,0
3280,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
3282,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
3283,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3284,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3285,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3286,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3288,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3290,QoS Data,72,34,-47,920,2,8,1,0,0,0,0,0,720,0
3292,QoS Data,72,34,-48,920,2,8,1,0,1,0,0,0,720,0
3294,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3298,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
3300,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3302,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3303,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3306,QoS Data,133,34,-58,920,2,8,1,0,0,0,0,0,720,0
3308,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
3309,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3310,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3311,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3312,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
3313,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3315,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
3317,QoS Data,115,34,-78,920,2,8,0,0,1,0,0,0,720,0
3319,RTS,54,34,-48,920,1,11,,,,0,0,0,2560,0
3321,RTS,54,34,-49,920,1,11,,,,0,0,0,2560,0
3322,RTS,54,34,-45,920,1,11,,,,0,0,0,2560,0
3324,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
3326,RTS,54,34,-48,920,1,11,,,,0,0,0,2560,0
3328,RTS,54,34,-47,920,1,11,,,,0,0,0,2920,0
3330,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
3333,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
3335,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
3336,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
3337,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3338,QoS Data,112,34,-70,920,2,8,0,0,1,0,0,0,720,0
3339,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
3340,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3353,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3355,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
3356,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3357,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3358,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3360,QoS Data,133,34,-57,920,2,8,1,0,0,0,0,0,720,0
3362,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
3363,QoS Data,133,34,-70,920,2,8,0,0,1,0,0,0,720,0
3364,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
3365,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
3368,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
3370,QoS Data,112,34,-58,920,2,8,1,0,0,0,0,0,720,0
3372,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
3374,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3376,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3377,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
3379,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3380,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3381,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3382,QoS Data,134,34,-58,920,2,8,1,0,0,0,0,0,720,0
3384,QoS Data,134,34,-72,920,2,8,0,0,0,0,0,0,720,0
3385,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
3386,QoS Data,134,34,-71,920,2,8,0,0,1,0,0,0,720,0
3387,QoS Data,134,34,-71,920,2,8,0,0,1,0,0,0,720,0
3389,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
3392,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
3394,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
3396,RTS,54,34,-49,920,1,11,,,,0,0,0,2848,0
3398,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
3400,RTS,54,34,-49,920,1,11,,,,0,0,0,2848,0
3402,RTS,54,34,-47,920,1,11,,,,0,0,0,3172,0
3404,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
3406,RTS,54,34,-47,920,1,11,,,,0,0,0,3172,0
3408,RTS,54,34,-47,920,1,11,,,,0,0,0,3172,0
3410,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
3412,RTS,54,34,-46,920,1,11,,,,0,0,0,4180,0
3414,QoS Data,115,34,-46,920,2,8,1,0,1,0,0,0,720,0
3416,RTS,54,34,-46,920,1,11,,,,0,0,0,4180,0
3418,QoS Data,115,34,-46,920,2,8,1,0,1,0,0,0,720,0
3420,QoS Null,64,34,-47,920,2,12,1,0,0,0,0,0,720,0
3422,QoS Null,64,34,-48,920,2,12,1,0,1,0,0,0,720,0
3424,QoS Null,64,34,-48,920,2,12,1,0,1,0,0,0,720,0
3426,QoS Data,112,34,-58,920,2,8,1,0,0,0,0,0,720,0
3427,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
3428,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3429,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
3431,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
3433,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3434,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3435,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
