packet_number,tsf,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,11951979317,QoS Data,148,34,-24,920,2,8,1,0,0,0,0,1,720,0
3,11951982639,QoS Data,148,34,-28,920,2,8,0,0,0,0,0,1,720,0
5,11951989770,QoS Data,131,34,-31,920,2,8,1,0,0,0,0,1,720,0
7,11951991993,QoS Data,131,34,-28,920,2,8,0,0,0,0,0,1,720,0
9,11952022837,QoS Data,128,34,-27,920,2,8,1,0,0,0,0,1,720,0
11,11952025549,QoS Data,128,34,-29,920,2,8,0,0,0,0,0,1,720,0
13,11952111312,S1G Beacon,61,34,-22,920,3,1,,,,,,,0,0
14,11952930516,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
15,11953749720,S1G Beacon,61,34,-21,920,3,1,,,,,,,0,0
16,11953940536,Data,287,34,-21,920,2,0,0,0,0,0,0,1,0,0
19,11954568921,S1G Beacon,129,34,-21,920,3,1,,,,,,,0,0
20,11954773766,Authentication,166,34,-60,920,0,11,0,0,0,0,0,0,0,0
21,11954806534,Authentication,166,34,-61,920,0,11,0,0,0,0,0,0,0,0
22,11954854827,Authentication,166,34,-20,920,0,11,0,0,0,0,0,0,720,0
23,11954860664,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
24,11954866342,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
25,11954908933,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
26,11954970373,Authentication,166,34,-60,920,0,11,0,0,0,0,0,0,0,0
27,11955024641,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
28,11955068676,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
29,11955087821,Authentication,166,34,-20,920,0,11,0,0,0,0,0,0,720,0
30,11955093812,Authentication,166,34,-19,920,0,11,0,0,1,0,0,0,720,0
31,11955099545,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
32,11955105380,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
33,11955134212,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
34,11955166979,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
35,11955232515,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
36,11955273191,Authentication,166,34,-20,920,0,11,0,0,0,0,0,0,720,0
37,11955278818,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
38,11955284654,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
39,11955290593,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
40,11955330818,Authentication,166,34,-60,920,0,11,0,0,0,0,0,0,0,0
41,11955388125,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
42,11955396354,Authentication,166,34,-58,920,0,11,0,0,0,0,0,0,0,0
43,11955407545,Authentication,166,34,-21,920,0,11,0,0,0,0,0,0,720,0
44,11955413484,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
45,11955419925,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
46,11955426105,Authentication,166,34,-21,920,0,11,0,0,1,0,0,0,720,0
47,11955494657,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
48,11955537663,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
49,11955542457,Authentication,166,34,-19,920,0,11,0,0,0,0,0,0,720,0
50,11955547667,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
51,11955553400,Authentication,166,34,-19,920,0,11,0,0,1,0,0,0,720,0
52,11955559392,Authentication,166,34,-20,920,0,11,0,0,1,0,0,0,720,0
53,11955592960,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
54,11955608031,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
55,11955612329,Authentication,105,34,-20,920,0,11,0,0,1,0,0,0,720,0
56,11955616524,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
57,11955623976,Authentication,105,34,-20,920,0,11,0,0,0,0,0,0,720,0
58,11955628117,Authentication,105,34,-19,920,0,11,0,0,1,0,0,0,720,0
59,11955632311,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
60,11955636610,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
61,11955658496,Authentication,166,34,-59,920,0,11,0,0,0,0,0,0,0,0
62,11955663447,Authentication,105,34,-20,920,0,11,0,0,0,0,0,0,720,0
63,11955667748,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
64,11955671941,Authentication,105,34,-19,920,0,11,0,0,1,0,0,0,720,0
65,11955675719,Authentication,105,34,-20,920,0,11,0,0,1,0,0,0,720,0
66,11955691264,Authentication,166,34,-60,920,0,11,0,0,0,0,0,0,0,0
67,11955695903,Authentication,105,34,-20,920,0,11,0,0,0,0,0,0,720,0
68,11955700308,Authentication,105,34,-19,920,0,11,0,0,1,0,0,0,720,0
69,11955705067,Authentication,105,34,-21,920,0,11,0,0,1,0,0,0,720,0
