attack_type,packet Number,event_type,time_stamp,signal_strength,ssid,bssid,src,dst,reason,status,details
Dragonblood DoS,1165,Authentication,2026-06-27T11:46:12.459632000Z,-56,,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1166,Authentication,2026-06-27T11:46:12.541284000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1167,Authentication,2026-06-27T11:46:12.546702000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1168,Authentication,2026-06-27T11:46:12.552587000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1169,Authentication,2026-06-27T11:46:12.688999000Z,-57,,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1170,Authentication,2026-06-27T11:46:12.769751000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1171,Authentication,2026-06-27T11:46:12.776313000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1172,Authentication,2026-06-27T11:46:12.782158000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1174,Authentication,2026-06-27T11:46:12.938884000Z,-57,,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1175,Authentication,2026-06-27T11:46:13.019436000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1176,Authentication,2026-06-27T11:46:13.032713000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1177,Authentication,2026-06-27T11:46:13.180533000Z,-60,,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1178,Authentication,2026-06-27T11:46:13.196722000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1179,Authentication,2026-06-27T11:46:13.209684000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1180,Authentication,2026-06-27T11:46:13.216247000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,5e:86:19:2a:f4:04,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1181,Authentication,2026-06-27T11:46:13.442686000Z,-57,,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1182,Authentication,2026-06-27T11:46:13.558756000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1183,Authentication,2026-06-27T11:46:13.572143000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1185,Authentication,2026-06-27T11:46:13.704825000Z,-56,,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1186,Authentication,2026-06-27T11:46:13.807062000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1187,Authentication,2026-06-27T11:46:13.820498000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1188,Authentication,2026-06-27T11:46:13.949591000Z,-56,,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1189,Authentication,2026-06-27T11:46:13.966647000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1191,Authentication,2026-06-27T11:46:13.979655000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1192,Authentication,2026-06-27T11:46:13.984816000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1193,Authentication,2026-06-27T11:46:14.196365000Z,-57,,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1194,Authentication,2026-06-27T11:46:14.213030000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1195,Authentication,2026-06-27T11:46:14.225637000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,22:7f:9c:41:92:ac,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1196,Authentication,2026-06-27T11:46:14.458510000Z,-56,,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1197,Authentication,2026-06-27T11:46:14.470169000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1199,Authentication,2026-06-27T11:46:14.492691000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1200,Authentication,2026-06-27T11:46:14.499097000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1204,Authentication,2026-06-27T11:46:14.708362000Z,-56,,78:72:64:ea:b9:14,92:0e:ad:c4:71:5f,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1205,Authentication,2026-06-27T11:46:14.716167000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,92:0e:ad:c4:71:5f,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1206,Authentication,2026-06-27T11:46:14.721195000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,92:0e:ad:c4:71:5f,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1207,Authentication,2026-06-27T11:46:14.730988000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,92:0e:ad:c4:71:5f,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1209,Authentication,2026-06-27T11:46:14.956709000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1210,Authentication,2026-06-27T11:46:14.970244000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1211,Authentication,2026-06-27T11:46:14.976702000Z,-21,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,86:f9:e4:2b:e6:fe,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1215,Authentication,2026-06-27T11:46:15.212184000Z,-56,,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1216,Authentication,2026-06-27T11:46:15.226550000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1217,Authentication,2026-06-27T11:46:15.233218000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1218,Authentication,2026-06-27T11:46:15.239728000Z,-20,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1231,Authentication,2026-06-27T11:46:15.474333000Z,-56,,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1232,Authentication,2026-06-27T11:46:15.493068000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1233,Authentication,2026-06-27T11:46:15.506612000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1235,Authentication,2026-06-27T11:46:15.703713000Z,-55,,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1236,Authentication,2026-06-27T11:46:15.716782000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1238,Authentication,2026-06-27T11:46:15.742666000Z,-24,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1239,Authentication,2026-06-27T11:46:15.965874000Z,-56,,78:72:64:ea:b9:14,1e:3e:51:ca:d7:48,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1240,Authentication,2026-06-27T11:46:15.972961000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,1e:3e:51:ca:d7:48,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1241,Authentication,2026-06-27T11:46:15.977779000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,1e:3e:51:ca:d7:48,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1242,Authentication,2026-06-27T11:46:15.982701000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,1e:3e:51:ca:d7:48,,76,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1244,Authentication,2026-06-27T11:46:16.228015000Z,-56,,78:72:64:ea:b9:14,36:5e:f7:de:ab:56,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1245,Authentication,2026-06-27T11:46:16.235585000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,36:5e:f7:de:ab:56,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1246,Authentication,2026-06-27T11:46:16.245638000Z,-23,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,36:5e:f7:de:ab:56,,76,Unsuccessful Authentication (check status code) to Trusted AP
,1247,Authentication,2026-06-27T11:46:16.250511000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,36:5e:f7:de:ab:56,,76,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1248,Authentication,2026-06-27T11:46:16.457401000Z,-55,,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1249,Authentication,2026-06-27T11:46:16.473066000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1250,Authentication,2026-06-27T11:46:16.486348000Z,-22,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1251,Authentication,2026-06-27T11:46:16.719544000Z,-55,,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1252,Authentication,2026-06-27T11:46:16.733343000Z,-47,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1253,Authentication,2026-06-27T11:46:16.746425000Z,-41,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,7a:e7:3e:bb:94:e7,,126,Unsuccessful Authentication (check status code) to Trusted AP
Dragonblood DoS,1254,Authentication,2026-06-27T11:46:16.976569000Z,-56,,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,78:72:64:ea:b9:14,,126,Attacker is Sending Authentication request to trusted AP
,1256,Authentication,2026-06-27T11:46:16.983795000Z,-35,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
,1257,Authentication,2026-06-27T11:46:16.990347000Z,-36,,78:72:64:ea:b9:14,78:72:64:ea:b9:14,2e:f9:d0:3e:12:4f,,126,Unsuccessful Authentication (check status code) to Trusted AP
