packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-27T11:41:37.620720000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
2,2026-06-27T11:41:38.438095000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
3,2026-06-27T11:41:38.880127000Z,QoS Data,148,34,-16,920,2,8,1,0,0,0,0,1,720,0
6,2026-06-27T11:41:38.888266000Z,QoS Data,131,34,-28,920,2,8,1,0,0,0,0,1,720,0
9,2026-06-27T11:41:39.081526000Z,QoS Data,128,34,-16,920,2,8,1,0,0,0,0,1,720,0
12,2026-06-27T11:41:39.259097000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
13,2026-06-27T11:41:39.984101000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
14,2026-06-27T11:41:40.076513000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
15,2026-06-27T11:41:40.247759000Z,Data,132,34,-17,920,2,0,0,0,0,0,0,1,0,0
17,2026-06-27T11:41:40.897550000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
18,2026-06-27T11:41:41.466793000Z,Data,378,34,-17,920,2,0,0,0,0,0,0,1,0,0
19,2026-06-27T11:41:41.570735000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
20,2026-06-27T11:41:41.676452000Z,Data,450,34,-17,920,2,0,0,0,0,0,0,1,0,0
21,2026-06-27T11:41:41.714968000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
22,2026-06-27T11:41:41.780371000Z,Data,442,34,-18,920,2,0,0,0,0,0,0,1,0,0
23,2026-06-27T11:41:41.882866000Z,Data,387,34,-19,920,2,0,0,0,0,0,0,1,0,0
24,2026-06-27T11:41:41.987767000Z,Data,426,34,-18,920,2,0,0,0,0,0,0,1,0,0
