packet_number,tsft,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
88,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
90,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
92,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
94,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
101,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
102,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
103,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
104,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
105,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
106,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
107,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
108,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
110,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
111,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
112,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
113,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
114,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
116,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
125,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,0
126,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
127,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
129,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
131,,RTS,54,34,0,920,1,11,,,,0,0,0,2812,0
136,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
137,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
138,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
139,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
141,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
142,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
143,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
144,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
146,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
147,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
151,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
158,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
169,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
171,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
175,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
177,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
178,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
179,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
180,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
182,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
183,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
184,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
186,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
200,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
201,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
202,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
203,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
204,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
205,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
207,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
208,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
209,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
210,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
211,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
212,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
223,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
224,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
226,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
227,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
229,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
230,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
232,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,0
233,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
234,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
235,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
237,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
238,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
250,,RTS,54,34,0,920,1,11,,,,0,0,0,2380,0
254,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
255,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
256,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
257,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
260,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
261,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
262,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
263,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
264,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
265,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
266,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
267,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,1
270,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
272,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
280,,RTS,54,34,0,920,1,11,,,,0,0,0,2380,0
285,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
286,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
291,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
293,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
301,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
303,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
304,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
305,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
307,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
308,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
310,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
311,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
312,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
314,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
316,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
318,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
320,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
329,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
333,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
336,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
337,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
340,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
341,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
342,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
343,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
344,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,0
345,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
347,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
348,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
349,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
351,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
359,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
360,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
364,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
365,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
366,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
367,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
369,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
370,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
372,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
373,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
374,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
375,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
377,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
378,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
379,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
381,,RTS,54,34,0,920,1,11,,,,0,0,0,2452,0
383,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
385,,RTS,54,34,0,920,1,11,,,,0,0,0,2596,0
387,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
389,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
392,,QoS Null,64,34,0,920,2,12,1,0,0,0,0,0,720,0
396,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
397,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
404,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
408,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
409,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
410,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
412,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
413,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
414,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
415,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
417,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
418,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,1
419,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
421,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
422,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
424,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
431,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
433,,RTS,54,34,0,920,1,11,,,,0,0,0,2380,0
435,,RTS,54,34,0,920,1,11,,,,0,0,0,2380,0
437,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
440,,RTS,54,34,0,920,1,11,,,,0,0,0,2668,0
451,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
453,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
459,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
460,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
461,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
463,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
465,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,0
466,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
467,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
468,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
469,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
470,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
471,,RTS,54,34,0,920,1,11,,,,0,0,0,2488,0
481,,RTS,54,34,0,920,1,11,,,,0,0,0,2812,0
487,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
488,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
489,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
490,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
491,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
492,,S1G Beacon,61,34,-68,920,3,1,,,,,,,0,1
494,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
495,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
497,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
498,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
499,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
500,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
512,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
513,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
514,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
515,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
517,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
518,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
519,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
520,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
521,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
522,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
525,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
526,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
527,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
530,,RTS,54,34,0,920,1,11,,,,0,0,0,2776,0
540,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
541,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
542,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
543,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,1
545,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
546,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
548,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
549,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,1
552,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,0
553,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
554,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
555,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
563,,RTS,54,34,0,920,1,11,,,,0,0,0,2812,0
568,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
569,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
574,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
576,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
584,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
586,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
589,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
590,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
592,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
593,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
594,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
595,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
607,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
608,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
609,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
610,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
612,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
613,,S1G Beacon,61,34,-67,920,3,1,,,,,,,0,1
614,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
615,,S1G Beacon,129,34,-67,920,3,1,,,,,,,0,1
616,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
617,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
618,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
619,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
629,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,0
632,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
634,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
635,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
636,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
637,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,1
639,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
640,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,1
641,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
642,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
643,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
644,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
645,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
653,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
658,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
659,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
660,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
661,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
662,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
663,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
664,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
666,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
667,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
668,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
669,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
681,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
682,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
683,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
685,,S1G Beacon,61,34,-68,920,3,1,,,,,,,0,1
691,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
693,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
700,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
701,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
702,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
703,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
705,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
706,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
716,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
717,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
718,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
719,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
720,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,0
721,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
723,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
724,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
726,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
727,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
728,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
729,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,1
733,,RTS,54,34,0,920,1,11,,,,0,0,0,2992,0
747,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
748,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
750,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
751,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
752,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
753,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
754,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
755,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
758,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
759,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
760,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
761,,S1G Beacon,61,34,-66,920,3,1,,,,,,,0,1
775,,S1G Beacon,129,34,-66,920,3,1,,,,,,,0,1
776,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
777,,S1G Beacon,61,34,-64,920,3,1,,,,,,,0,1
779,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
780,,S1G Beacon,129,34,-65,920,3,1,,,,,,,0,1
781,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
782,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
783,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
784,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
785,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
786,,S1G Beacon,61,34,-65,920,3,1,,,,,,,0,1
795,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
799,,S1G Beacon,129,34,-64,920,3,1,,,,,,,0,1
800,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
801,,S1G Beacon,61,34,-63,920,3,1,,,,,,,0,1
803,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
804,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
806,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
808,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
816,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
818,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
822,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
823,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
831,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
832,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
838,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
839,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
840,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
841,,S1G Beacon,129,34,-63,920,3,1,,,,,,,0,1
843,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
844,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,0
845,,S1G Beacon,129,34,-61,920,3,1,,,,,,,0,1
847,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
848,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
854,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
857,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
862,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
863,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
865,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
866,,S1G Beacon,129,34,-57,920,3,1,,,,,,,0,1
867,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
868,,S1G Beacon,61,34,-57,920,3,1,,,,,,,0,1
869,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
870,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
871,,QoS Data,72,34,0,920,2,8,1,0,0,0,0,0,720,0
873,,QoS Data,72,34,0,920,2,8,1,0,0,0,0,0,720,0
875,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
876,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,1
878,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
879,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,1
889,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
890,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,1
892,,S1G Beacon,129,34,-62,920,3,1,,,,,,,0,0
893,,S1G Beacon,61,34,-61,920,3,1,,,,,,,0,0
894,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
896,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
897,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
898,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
899,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
900,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
901,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
915,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
917,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
919,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
920,,S1G Beacon,129,34,-58,920,3,1,,,,,,,0,1
921,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
922,,S1G Beacon,61,34,-58,920,3,1,,,,,,,0,1
923,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,0
928,,S1G Beacon,61,34,-60,920,3,1,,,,,,,0,0
930,,S1G Beacon,61,34,-62,920,3,1,,,,,,,0,1
938,,S1G Beacon,129,34,-60,920,3,1,,,,,,,0,0
940,,S1G Beacon,129,34,-59,920,3,1,,,,,,,0,1
952,,S1G Beacon,61,34,-59,920,3,1,,,,,,,0,0
